taskId,description,language,context,tenant_name,word_count
2568,8YYBHbP9SFK5TMaSGUcaEM,Translate the following sentence to Englisch: Das Haus ist gross.,EN,,demo,10
2732,6uBQtf4DAmg77Th4Cj1gdG,Nennen Sie alle 3 zwingenden Voraussetzungen für die freiwillige AHV-Versicherung?,DE,"Schweizer Staatsbürger oder diejenigen eines Mitgliedstaates der EU oder EFTA, welche die Schweiz verlassen und nicht mehr der obligatorischen AHV/IV unterstellt sind, können unter gewissen Bedingungen der freiwilligen AHV/IV beitreten.

Bedingungen:

Besitz der schweizerischen Staatsbürgerschaft oder derjenigen eines Mitgliedstaates der Europäischen Union (EU) oder der Europäischen Freihandelszone (EFTA);

Ausserhalb der EU oder der EFTA wohnen;

Unmittelbar vor dem Austritt aus der obligatorischen AHV/IV während mindestens 5 aufeinanderfolgenden Jahren bei der AHV/IV versichert gewesen sein;

Das Gesuch muss spätestens 12 Monate nach Austritt aus der obligatorischen AHV/IV eingereicht werden.
Der Beitritt ist individuell. Jedes Familienmitglied hat seine eigene Beitrittserklärung einzureichen.

Wenn Sie minderjährig oder von der Beitragspflicht an die obligatorische AHV/IV befreit sind, gelten die Wohnsitzjahre in der Schweiz als Versicherungsjahre.",Playground,10
2565,WmuFF72WzT83czdaACLx5,Translate the following sentence to Englisch: Das Haus ist gross.,EN,,demo,10
2564,9LryhUZQVKP9U9s9RHlVES,Translate the following sentence to Englisch: Das Haus ist gross.,EN,,demo,10
2563,aihqUkbypiq9gnAMnzc6eK,Translate the following sentence to Englisch: Das Haus ist gross.,EN,,demo,10
385,5uBTwJWddIH7ajvEqJF0TR,Beschreiben Sie die Phase «Schock / Überraschung» in einem Satz.,NaN,,connectsolutions_de,10
295,5BnArnFaR6q9JmNqnroLjM,Qu'est-ce que vous voyez sur l' image?Répondez avec des mots-clés.,NaN,,french,10
296,9E7dbPA3Gci90LyjYI2R3r,Qu'est-ce que vous voyez sur la photo?Répondez avec des mots-clés.,NaN,,french,10
2751,YZmwYVgDVh7477b5QhfrW,Translate the following sentence to Englisch: Das Haus ist gross.,EN,,demo,10
322,1qOluDg7bmW8xekBYyH5M5,Nennen Sie die Merkmale der internen und externen Analyse (SWOT),NaN,,Marketing Grundlagen,10
335,9AJ9s6ulrLu7xktDgbaaGW,"Où se déroule cette scène? Que voyez-vous?
Répondrez en mots-clés.",NaN,,Schulverlagplus French,10
339,3MFNU0xZBMP8avxaE7ORjH,Was gibt es in einer Schreinerwerkstatt?Antworte in einem kurzen Satz.,NaN,,Lernnavi,10
2814,a4HcdfckiB590dMjGlD11t,"Nenne die Probleme, die bei der Erzeugung elektrischer Energie auftreten.",DE,"  Wie ein Wärmekraftwerk funktioniert Ein Wärmekraftwerk sieht kompliziert aus. Kühltürme, Schornsteine und viele andere Gebäude sind über ein großes Gelände verteilt. Doch schon ein einfacher Versuch verdeutlicht, wie ein Wärmekraftwerk funktioniert. In einem Teekessel wird Wasser erwärmt, bis es siedet. Das Wasser wird zu Dampf und treibt ein kleines Turbinenrad an. Verbindet man nun das Turbinenrad mit einem Dynamo, dann dreht er sich und erzeugt elektrische Energie. Die Abläufe des Modellversuchs findest du auch in Wärmekraftwerken. In Wärmekraftwerken wird chemische Energie, die z. B. in Kohle, Erdöl oder Erdgas gespeichert ist, durch Verbrennung zunächst in Wärme und dann in elektrische Energie umgewandelt. Die Grafik zeigt, wie ein Kohlekraftwerk funktioniert.   Energieentwertung Die Umwandlung von Wärme in elektrische Energie gelingt in keinem Wärmekraftwerk vollständig. Bei jeder Energieumwandlung wird auch Wärme frei, die nicht genutzt werden kann. Diese Energie ist entwertet (verleiche die Grafik unten). In modernen Wärmekraftwerken werden rund 40% der eingesetzten chemischen Energie in elektrische Energie umgewandelt. Die restlichen rund 60% sind entwertet.   Kohlekraftwerke Braunkohlekraftwerke und Steinkohlekraftwerke decken etwa die Hälfte des Bedarfs an elektrischer Energie in Deutschland ab. Ein einziges Kraftwerk erzeugt eine elektrische Leistung von 2700 M W . Das reicht aus, um zwei Großstädte mit Strom zu versorgen. Pro Tag werden in einem solchen Kraftwerk rund 70 000 t Braunkohle verbrannt. Das entspricht rund 2000 Lastwagen-Ladungen.   Verstärkung des Treibhauseffekts Bei der Verbrennung von Kohle, Erdöl und Erdgas entstehen große Mengen an Schadstoffen, z. B. Kohlenstoffdioxid, Schwefeldioxid, Stickstoffoxide oder Aschenstaub. Einige Schadstoffe können durch aufwendige Filteranlagen verringert werden. Es gelangen aber trotzdem noch viele Schadstoffe ungehindert in unsere Atmosphäre. Diese Schadstoffe verstärken den Treibhauseffekt.   Merke: In Wärmekraftwerken wird aus chemischer Energie elektrische Energie erzeugt. Bei der Umwandlung wird Energie entwertet und es entstehen Schadstoffe, die den Treibhauseffekt verstärken. ",EKV_Physik,10
2821,9TQxH9BjYoh6nPuOqAo5lt,Vergleiche die genannten Beschleunigungen von Formel‑1‑Rennwagen und Autos im Straßenverkehr.,DE,"  Beim Start eines Formel‑1‑Rennens wird es sehr laut. Wenn die Ampel ausgeht, drücken die Fahrer auf die Gaspedale. Die Rennwagen werden immer schneller, die Geschwindigkeit nimmt zu. Man sagt: Die Fahrzeuge werden beschleunigt.   Was genau ist die Beschleunigung? Die Beschleunigung gibt an, um wie viel die Geschwindigkeit in einer bestimmten Zeit zunimmt: Beschleunigung = Geschwindigkeitszunahme Zeit Die Beschleunigung hat das Formelzeichen a .   Beschleunigung in der Formel 1 Bei einer beschleunigten Bewegung ändert sich die Geschwindigkeit. Die Formel‑1‑Fahrer sehen dies am Tachometer ihrer Fahrzeuge. Solange ein Fahrzeug beschleunigt wird, nimmt die Geschwindigkeit immer weiter zu, z. B. um 36 km h pro Sekunde. Dieser Wert gilt für einen Formel‑1‑Rennwagen. Autos im Straßenverkehr haben kleinere Werte.   der/das Tachometer der/das Tachometer: Das Messgerät zeigt die Geschwindigkeit eines Fahrzeugs in km h an.   Von 0 auf 100 in zehn Sekunden In Autotests findet man häufig Aussagen wie „von 0 auf 100 in 10 Sekunden“. Diese verkürzte Sprechweise soll Folgendes bedeuten: Ein Auto beschleunigt aus dem Stillstand ( 0 km h ) heraus und erreicht nach einer Zeit von 10 Sekunden die Geschwindigkeit von 100 km h .   Einheit der Beschleunigung In den Beispielen oben hat man für die Geschwindigkeit die Einheit km h verwendet. Es ist aber geschickt, die Geschwindigkeit in der Einheit m s anzugeben. Für den Formel‑1‑Rennwagen gilt dann: Seine Beschleunigung beträgt 10 m s pro Sekunde. Dies kann man auch als 10 m s · s = 10 m s 2 schreiben. Mit dem Formelzeichen schreibt man es so: a = 10 m s 2 .   Gleichmäßig beschleunigt In unseren Beispielen gehen wir davon aus, dass die Beschleunigung a immer gleich bleibt. Dies nennt man eine gleichmäßig beschleunigte Bewegung . In der Realität gibt es manchmal Abweichungen. Diese können wir aber vernachlässigen .   vernachlässigen vernachlässigen: etwas nicht beachten   Zeit-Geschwindigkeits-Diagramm Eriona möchte in einem Experiment herausfinden, wie die Beschleunigung ihres neuen Autos ist. Dazu beschleunigt sie ihr Auto, während ihr Freund Darius alle notwendigen Messwerte in einer Tabelle festhält. Eriona und Darius erkennen, dass das Auto pro Sekunde um 2 m s schneller wird. Die in der Tabelle stehenden Messwerte kann man in ein t ‑ v ‑Diagramm (Zeit‑Geschwindigkeits‑Diagramm) übertragen. Es entsteht eine ansteigende Gerade. Tabelle für Messwerte t in s v in m s 0 0 2 4 4 8 6 12 8 16 10 20   Merke: Die Beschleunigung a ist Geschwindigkeitszunahme pro Zeit. Die Einheit der Beschleunigung ist m s 2 . Bei einer beschleunigten Bewegung nimmt die Geschwindigkeit zu. ",EKV_Physik,10
2830,6fUZ5CMyPUP5OnlFOReoAb,Beschreibe den Unterschied zwischen einer festen und einer losen Rolle.,DE,"  Lasten bewegen Schwere Lasten kannst du mithilfe von Seilen und Rollen bewegen. Das Seil läuft dabei über eine Rolle. In den folgenden Grafiken siehst du, wie die Menschen früher schwere Lasten auf verschiedene Arten in die oberen Stockwerke ihres Hauses transportierten. Auch heute werden Lasten mithilfe von Rollen und Seilen hochgehoben und bewegt.   Die feste Rolle Die Last ist an einem Seilende befestigt. Das Seil läuft über eine Rolle, die an einem Balken befestigt ist. Diese Rolle wird feste Rolle genannt. Der Arbeiter zieht das Seil nach unten. Dadurch wird die Last nach oben angehoben. Die notwendige Zugkraft ist dabei genauso groß wie die Gewichtskraft der Last. Wird die Last um 2 m angehoben, muss der Arbeiter 2 m am Seil ziehen. Dazu sagt man: Kraftweg und Lastweg sind gleich groß. Eine feste Rolle ändert also nur die Richtung der Kraft.   Last Gewicht, Gegenstand, …   Die lose Rolle Die Rolle ist an der Last angebracht. Das Seil läuft über eine Rolle und es ist oben am Haus an einem Balken befestigt. Der Arbeiter steht auf dem Balkon. Er zieht mit dem Seil die Rolle mit der Last nach oben auf den Balkon. Diese Rolle wird lose Rolle genannt, weil sie sich zusammen mit der Last bewegt. Dabei ist die Zugkraft, die man zum Heben der Last anwenden muss, halb so groß wie die Gewichtskraft. Beträgt die Gewichtskraft z. B. 100 N , dann beträgt die Zugkraft 50 N . Mit einer losen Rolle kann also Kraft gespart werden. Dafür ist der Kraftweg aber doppelt so lang. Soll die Last z. B. 2 m angehoben werden, dann muss man das Seil 4 m weit bewegen.   Merke: Bei der festen Rolle wird die Richtung der Kraft verändert. Die Zugkraft ist genau so groß wie die Gewichtskraft. Bei einer losen Rolle ist die Zugkraft halb so groß wie die Gewichtskraft der Last. Der Kraftweg ist dafür doppelt so groß wie der Lastweg. ",EKV_Physik,10
223,9Ee9nxKesPq5BW8NhNWCYD,Un cycle de gestion comprend généralement quatre étapes: lesquelles ?,NaN,,connectsolutions_fr,10
2841,i8vFB5WmFh980MdlzNzvo,"Use verb ""eat"" in a sentence in the past tense",EN,,Playground,10
2846,23GYFyynhY77xEnRIkYAtL,Deine elektrische Taschenlampe ist kaputt. Nenne drei mögliche Ursachen dafür.,DE,,EKV_Physik,10
2738,7Voxw9Tfl658ySJxXJBJGY,Erklären Sie den Unterschied zwischen den Begriffen «Deckung» und «Haftung».,DE,,Playground,10
2296,LiHAY4BB975PIk5fa7IuJ,Schreibe den Satz Passiv Präsens.das Paket - sollen - bringen,DE,,Cornelsen DE,10
388,41I0KxO9aLF9wiaoeTu0Hm,Beschreiben Sie die Phase «Verweigerung der Realität» in einem Satz.,NaN,,connectsolutions_de,10
3341,2Gw8DFcbEBd8i2D817f9Gb,Schreibe den Satz im Passiv Präteritum. Man machte die Übungen.,DE,,CV_65e0425bca918e2cb0bf7886,10
116,8oGIMx8y89b7v2fko9wKnY,Frage Wie begründen Sie Ihre Zuordnung?Antworten Sie bitte in Stichworten.,NaN,,,10
3557,5Ni0xMyRgMj9H2i1Nl3i5O,"Was ist die Zielsetzung folgender Verdampfungsprozesse? (300 Zeichen)Verdampfen, Eindampfen, Abdampfen",DE,,BASF_DE,10
3563,18qLjNkoTne6YzaNt6Wmtr,Worin unterscheidet sich die Rektifikation von der Destillation? (300 Zeichen),DE,,BASF_DE,10
3568,7tdnrdrMDFm6cTs9xegrNH,"Übersetzen Sie den Satz: ""Dieser Löffel ist für Suppe gedacht.""",EN,,vocitrainer,10
3569,3ovitrjiuTsazplG1e3wJx,"Übersetzen Sie den Satz: ""Dieser Löffel ist für Suppe gedacht.""",EN,,vocitrainer,10
1582,7VTCPEeBUKD6bYzU2It4PD,"Übersetzen Sie den Satz: ""Ich habe mehr Erfahrung als Tom.""",EN,,vocitrainer,10
3585,4D6hh5irXkm7RrXZAr3LBD,"Übersetzen Sie den Satz: ""Ich will in bar bezahlt werden.""",EN,,vocitrainer,10
3597,3wboyUA2lGb5PHMOaLLQZx,"Übersetzen Sie den Satz: ""Alle waren auf meinen Erfolg neidisch.""",EN,,vocitrainer,10
92,9xeV5PeHUjf9iuPeEIGvhw,Frage In welcher Phase des HAPA befindet sich Herr Kunz?,NaN,,,10
3613,2Xh7rARnQ4g5vWOGegrKvG,"Nenne Gegenstände, welche sich an einem Strand finden lassen.Beispiel:Schwimmreif, ...",NaN,,demo_DE,10
3635,903tkeH2sws5WBSNDdiZD6,Based on the article: What does Anthony have for lunch?,EN,They do good food in my school. I love the pizza. And on Friday I always have fish and chips ,demo_ENG_generative,10
3536,6ql9XyxnRQHaPsfnnKMnEe,Schreibe den Satz im Passiv Präsens.Der Mann verkauft die Getränke.,DE,,Cornelsen B1,10
3636,2b3REJvYc589JzcZe1bGXE,Based on the article: What does George have for lunch?,EN,"I take packed lunch. I make sandwiches in the morning. i always have a yoghurt and a banana, too. Oh, and sometimes have packet of crips",demo_ENG_generative,10
3679,68RE5Cw3jm48eggO9ZPAJf,"What can you say about Climate Change, in two paragraphs",EN,,Avallain,10
3681,3KvZd4nmt7s8txzn4ZY5fC,Based on the article: What does Azara have for lunch?,EN,In my religion I can't eat some types of meat. But my school ,demo_ENG_generative,10
2033,9TCArXl5FEn922UVFnQEpZ,"Übersetzen Sie den Satz: ""Ich möchte gern eine Tasse Kaffee.""",EN,,vocitrainer,10
2012,ZolgnOR4J45zGrBCwrvD4,"Übersetzen Sie den Satz: ""Die Ökonomie ist keine exakte Wissenschaft.""",EN,,vocitrainer,10
2011,aDUqrwDMlFzabTZOtmYJLa,"Übersetzen Sie den Satz: ""Die Ökonomie ist keine exakte Wissenschaft.""",EN,,vocitrainer,10
2010,6U3QDognBVv9UxARNUV9Jg,"Übersetzen Sie den Satz: ""Ich möchte gern eine Tasse Kaffee.""",EN,,vocitrainer,10
2006,6X4DKMl84yL7pEr9wB1cI7,Bitte übersetze den folgenden Satz nach Englisch.Heute ist super Wetter.,EN,,demo,10
2005,3PRqI22MDZ97Ve90JhXaTY,"Übersetzen Sie den Satz: ""Dem jungen Ingenieur fehlte die Erfahrung.""",EN,,vocitrainer,10
3732,2CgWRTzr2Zn8GspHYNqTno,"What can you say about Climate Change, in two paragraphs",EN,,Avallain,10
3733,80UyUZEGKSY5GrEY2DCGyI,Lies den folgenden Text: [...]Fasse ihn in 5 Sätzen zusammen.,DE,,Playground,10
78,74U8p8AOvmm6hRqPhszWrM,Kannst du Beispiele zu Handlungsempfehlungen geben? Beantworte in drei Strichworten.,NaN,,,10
3678,3Djh3SW7P7p7vZe1JVgsyw,"What can you say about Climate Change, in two paragraphs",EN,,Avallain,10
3768,2N6MaY7sxt79dQh7G2UcXc,What does she like about the city? Mention two things.,NaN,,digione_openworld,10
445,5HN7slrKIrW7fNmgPJeB7N,"Was ist er Oberbegriff zu den folgenden Ausdrücken?Hocker, Sessel, Stuhl",NaN,,Lernnavi,10
2147,89BgN5D8TaO6GGwiKLzhDi,"Übersetzen Sie den Satz: ""Er ist mit seiner Arbeit zufrieden.""",EN,,vocitrainer,10
2278,98FuI2QeAsX80CxRqeUb4k,What does she like about the city? Mention two things.,EN,,digione_openworld,10
391,9ScSVIxNzat8MrcxKtwWWo,What is machine learning? Write a definition in one sentence.,NaN,,Coursera,10
3348,1B0bxiQnC0a9FzXzy9Ox6m,Schreibe den Satz im Passiv Präteritum. Man hörte die Hörtexte.,DE,,CV_65e0425bca918e2cb0bf7886,10
3382,7L2AwyrXBYS9DFKCU6OBAH,Schreibe den Satz im Passiv Präteritum. Man schrieb den Text.,DE,,CV_65e0425bca918e2cb0bf7886,10
3383,RaKinItDizaQyi2dxbzLe,Schreibe den Satz im Passiv Präteritum. Man las eine Zusammenfassung.,DE,,CV_65e0425bca918e2cb0bf7886,10
416,8IGBVS4hEoKa8Ei5g5Ud1H,"Où se déroule cette scène? Que voyez-vous?
Répondrez en mots-clés.",NaN,,Schulverlagplus French,10
3389,a1VlgnTmVsn6rWwPoCQtTZ,Schreibe den Satz im Passiv Präteritum. Man lernte die Vokabeln.,DE,,CV_65e0425bca918e2cb0bf7886,10
3392,47yUgteXPQ770aHgq4r8ka,Schreibe den Satz im Passiv Präteritum. Man schrieb den Test.,DE,,CV_65e0425bca918e2cb0bf7886,10
2199,4fK0HzN6ftp8lbg1ziA8Lr,How should one behave in a building during an earthquake?,NaN,,demo_EN,10
425,4Ama0xpL4uK6AjvRqyQMo2,"Was ist er Oberbegriff zu den folgenden Ausdrücken?Habicht, Falke, Bussard",NaN,,Lernnavi,10
426,6aK3d8r8moa9y3S3lTf7C9,"Was ist er Oberbegriff zu den folgenden Ausdrücken?Föhre, Fichte, Lärche",NaN,,Lernnavi,10
2141,6M94UtIpf5Y6blMVRXyDfI,"Übersetzen Sie den Satz: ""Dieses Land ist reich an Öl.""",EN,,vocitrainer,10
427,1uvVzrUUHrE8LJwQLiFWod,"Was ist er Oberbegriff zu den folgenden Ausdrücken?Schienbein, Ellbogen, Oberschenkel",NaN,,Lernnavi,10
3396,9o6iu1g5KOCackCg4jX9mW,Schreibe den Satz im Passiv Präteritum. Man präsentierte ein Thema.,DE,,CV_65e0425bca918e2cb0bf7886,10
2186,7SD9u9MoZjYaAhDd6kLBRo,Nenne einen Vor- UND einen Nachteil des Verfahrens mit Übermittlungsbogen/Laufzettel.,DE,,connectsolutions_de,10
2183,2qg0WhwkJ1MaTszf2FXGgV,"Übersetzen Sie den Satz: ""Dieses Land ist reich an Öl.""",EN,,vocitrainer,10
429,76dcpmaEJEj7s9MFba6hNR,"Was ist er Oberbegriff zu den folgenden Ausdrücken?Satin, Baumwolle, Tweed",NaN,,Lernnavi,10
430,7VPVuBrw0r18QM9xDQ7ZJE,"Was ist er Oberbegriff zu den folgenden Ausdrücken?Krug, Tasse, Schale",NaN,,Lernnavi,10
431,6quwBPI1NXR9xsbY1DHxlX,"Was ist der Oberbegriff zu den folgenden Ausdrücken?Bohrer, Säge, Ahle",NaN,,Lernnavi,10
3409,GpJ3mDP8iAa7jPWXSsGSU,Schreibe den Satz im Passiv Präteritum. Man wiederholte die Regel.,DE,,CV_65e0425bca918e2cb0bf7886,10
3413,1AFzZO6J2xR6xKeQ9Kvn4z,Schreibe den Satz im Passiv Präteritum. Man lernte die Grammatik.,DE,,CV_65e0425bca918e2cb0bf7886,10
3427,4UNJUjbc15F9dLhlyRjtU3,Schreibe den Satz im Passiv Präteritum. Man übte die Aussprache.,DE,,CV_65e0425bca918e2cb0bf7886,10
432,4trR3ZHlDpW7cDKyJCdxJW,"Was ist er Oberbegriff zu den folgenden Ausdrücken?Sattler, Schuster, Tischler",NaN,,Lernnavi,10
2148,8XMxmEj6Zhv9ISipWcB5V0,Translate the following sentence to Englisch.Wir sitzen vor dem Computer.,EN,,demo,10
428,24X3TRyW0Jt6svqbiTsBiL,"Was ist er Oberbegriff zu den folgenden Ausdrücken?Buche, Tanne, Esche",NaN,,Lernnavi,10
1578,4LPmO49Lg2y6BDpqBTzXiC,"Übersetzen Sie den Satz: ""Die Erfahrung ist eine gute Lehrmeisterin.""",EN,,vocitrainer,10
2606,pePyxXrmSU7dUOSQ8j6ZZ,Survey the text and briefly state what it is about.,EN,"  Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice   The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would’ve liked to have known her, a wild horse of a woman, so wild she wouldn’t marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it. And the story goes she never forgave him. She looked out the window her whole life, the way so many women sit their sadness on an elbow. I wonder if she made the best with what she got or was she sorry because she couldn’t be all the things she wanted to be. Esperanza. I have inherited her name, but I don’t want to inherit her place by the window. At school they say my name funny as if the syllables were made out of tin and hurt the roof of your mouth. But in Spanish my name is made out of a softer something, like silver, not quite as thick as my sister’s name – Magdalena – which is uglier than mine. Magdalena who at least can come home and become Nenny. But I am always Esperanza. I would like to baptize 3 myself under a new name, a name more like the real me, the one nobody sees. Esperanza as Lisandra or Maritza or Zeze the X. Yes. Something like Zeze the X will do. ___ From: Sandra Cisneros, The House on Mango Street , 2009 1 to suppose to believe; 2 chandelier [ˌʃændəˈlɪə] Kronleuchter ; 3 to baptize taufen ",EKV_English,10
1214,8yDGFEId9zC9J5b6jWEiXY,"Translate ""Diese Aufgabe ist zu viel für ihn."" to English.",EN,,DataEnricher,10
1102,XFuLoah2Re9oWN0gfc0Dj,Cita due caratteristiche socio demografiche per descrivere un cliente B2B,NaN,,connectsolutions_it,10
1558,1U3PcacMcyR6yz8iQUhEKX,"Übersetzen Sie den Satz: ""Ich konnte die Aufgabe leicht lösen.""",EN,,vocitrainer,10
1218,7XOLcCX9H5W8l8aETO1gGX,"Translate ""Es gibt keine Fehler in deinem Aufsatz."" to English.",EN,,DataEnricher,10
1254,1G3cU96xT406rDBe9RXqvr,"Translate ""Wieso hast du die Bank rot gestrichen?"" to English.",EN,,DataEnricher,10
4488,2ZxU9pylvqhaCGY2cmDlN7,Schreibe den Satz im Passiv Präteritum. Man präsentierte ein Thema.,DE,,Cornelsen B1,10
1152,SsFyvivPiXa3xCGUqNzhy,"Translate ""Er hatte die Absicht, sie zu heiraten."" to English.",EN,,DataEnricher,10
4489,3JruYVUFyq59zfaADMX2hs,Schreibe den Satz im Passiv Präteritum. Man schrieb den Text.,DE,,Cornelsen B1,10
1228,1XIEegpxpeo5Kd1rFXvYEO,"Translate ""Wie viele Bücher kann ich gleichzeitig ausleihen?"" to English.",EN,,DataEnricher,10
1091,2M4vR0Uee5gaKVCrB2prXb,A quale elemento umano vitale si può paragonare il denaro?,NaN,,connectsolutions_it,10
1506,7LMRzk2AIQb6ZR4NGNrZrB,"Übersetzen Sie den Satz: ""Was hast du zum Frühstück gegessen?""",EN,,vocitrainer,10
939,1eCGJjuvqMWa0XbPT8455E,What are some signs of aging? (Give a concise answer),EN,,demo_EN,10
1428,aGCau04yq9vaI295VcWVWy,"Übersetzen Sie den Satz: ""Die Regel gilt nur für Ausländer.""",EN,,vocitrainer,10
1090,4168AMhzSY78PMT7ZbzFQt,In quale mercato l'azienda può essere sia acquirente che fornitore?,NaN,,connectsolutions_it,10
1223,2JmiuY3H00s7KurVGUjwwA,"Translate ""Gibt es im Französischen einen ähnlichen Ausdruck?"" to English.",EN,,DataEnricher,10
1285,DZNA9pFWLL7r7kQlARNJN,"Translate ""Mein Hund hat Tom ins Bein gebissen."" to English.",EN,,DataEnricher,10
1240,6sSl1NwMUMwal80v3nnGET,"Translate ""Ich nehme fast jeden Tag ein Bad."" to English.",EN,,DataEnricher,10
1181,aS38m2r9A37aEFQXHdmakv,"Translate ""Hast du eine Antwort von Tom erhalten?"" to English.",EN,,DataEnricher,10
1202,63YBIHhkCW38OC9yqetsjl,"Translate ""Er will nicht in einer Fabrik arbeiten."" to English.",EN,,DataEnricher,10
1434,2N0TX5Davwu64oQBpueJLi,"Übersetzen Sie den Satz: ""Ich muss keine Brille mehr tragen.""",EN,,vocitrainer,10
1317,4zk7SwbHJNT8UBbIjXLlZB,"Translate ""Nicht alle Kandidaten können die Prüfung bestehen."" to English.",EN,,DataEnricher,10
1416,4mBFymZpomf9VGsE7A37VX,"Übersetzen Sie den Satz: ""Ich kann nicht an alles denken.""",EN,,vocitrainer,10
1227,1CpKXSaT8uY6kOUILEEAqV,"Translate ""Kann ich mir mal dein Auto ausleihen?"" to English.",EN,,DataEnricher,10
1422,6Dtyx35vs7L8Rhv0QRWeqw,"Übersetzen Sie den Satz: ""Die Christen glauben an Jesus Christus.""",EN,,vocitrainer,10
1510,41AgfBmfEeC685D4yspT0m,"Übersetzen Sie den Satz: ""Ich trinke gerne Kaffee ohne Zucker.""",EN,,vocitrainer,10
1271,3xDAVb6XTwHavSJ5KJ4nz2,"Translate ""Dieser Satz kann im Grunde alles bedeuten."" to English.",EN,,DataEnricher,10
1277,54LZXORfBJo7xukajs2nof,"Translate ""Ich war naiv und leicht zu beeindrucken."" to English.",EN,,DataEnricher,10
1351,6J72GjMnZm284Wrho68olC,"Translate ""Ich habe vor, im Hotel zu bleiben."" to English.",EN,,DataEnricher,10
1224,aFtcB6e1XSKamsPzZYTTBO,"Translate ""Was bedeutet dieser Ausdruck in diesem Zusammenhang?"" to English.",EN,,DataEnricher,10
1326,im2v9YDif68sQe393eni3,"Translate ""Ich geh etwa um zehn ins Bett."" to English.",EN,,DataEnricher,10
1052,9bPEKhtXxus91uuKzMRGJo,"Si aucun mode d'exécution n'a été convenu, quelle règle s'applique?",NaN,,connectsolutions_fr,10
1238,3FYigAOOHYja0DyawKR3l4,"Translate ""Hast du schon ein Bad genommen, Takashi?"" to English.",EN,,DataEnricher,10
1257,7ITnctAFbTk9FWeiqfmXHV,"Translate ""Er interessiert sich nicht sehr für Baseball."" to English.",EN,,DataEnricher,10
1460,7hVkkQbu91q9vZtnreIHxB,"Übersetzen Sie den Satz: ""Unter dem Schreibtisch liegt ein Apfel.""",EN,,vocitrainer,10
1456,ucOBtxkZU87ZJOpioLOMD,"Übersetzen Sie den Satz: ""Sie war dem Alkohol nicht abgeneigt.""",EN,,vocitrainer,10
1398,2eEIscvJrK48V6xWfPg0lI,"Übersetzen Sie den Satz: ""Das ist ein ziemlich riskanter Beruf.""",EN,,vocitrainer,10
4485,9zDFgFYnRuW9G9wQ7L1IZW,Schreibe den Satz im Passiv Präteritum. Man wiederholte die Regel.,DE,,Cornelsen B1,10
1404,9QJBSYMcO6R8FBEtCaDoPi,"Übersetzen Sie den Satz: ""Der Kapitän kontrolliert das ganze Schiff.""",EN,,vocitrainer,10
1302,6TwaaiPuTSA8QNd1peprxj,"Translate ""Die Sonne ist hinter einem Berg untergegangen."" to English.",EN,,DataEnricher,10
1266,5bG0oOEDdN4aifkqwUc8Q2,"Translate ""Dieser Baum ist so alt wie jener."" to English.",EN,,DataEnricher,10
1364,2KO9ICLsLJT6Eqglg3Y4zi,How should one behave in a building during an earthquake?,EN,,demo,10
5,d.9K0auMQEC9B8DzQ3eMW.,War das Design ansprechend? Wie könnte das Design verbessert werden?,NaN,,,10
1082,6VTSFj6ZSqMaErDBcCi2Dz,Cita almeno 3 tappe essenziali nella creazione di una società,NaN,,connectsolutions_it,10
1208,3EjA3fuWrzb9aKIdPjGK2z,"Translate ""Der Artikel war in französischer Sprache verfasst."" to English.",EN,,DataEnricher,10
1383,2a02FWbN3fo6HVXX7RXAax,Übersetze folgenden Satz in Englisch:Der Bitmark Hackathon ist einfach genial.,EN,,demo,10
1057,3Edc5QwUglJ6feCh1bIWzG,Cite deux caractéristiques socio démographiques pour décrire un client B2B,NaN,,connectsolutions_fr,10
1333,1Mgk55i6YTh8ZSWgp1XO8H,"Translate ""Wir haben die Beziehung mit ihnen beendet."" to English.",EN,,DataEnricher,10
1357,41cyUBNuI865BKtwcvzxUH,"Translate ""Da steht eine Blume auf dem Tisch."" to English.",EN,,DataEnricher,10
1166,aAkIziPCaJX7lPIBr9JQwY,"Translate ""Sie hat im Alter von 25 geheiratet."" to English.",EN,,DataEnricher,10
1472,5b67U1YWuyj8LnILOyK7MI,"Übersetzen Sie den Satz: ""Tom pflückte einen Apfel vom Baum.""",EN,,vocitrainer,10
1394,18nxa5Mkihza9KiLzl60Lj,"Übersetzen Sie den Satz: ""Der Autor hat einen schönen Stil.""",EN,,vocitrainer,10
