language,description,context,tenant_id,tenant_name,topic_name,topic_description,word_count,taskId
17060,deu,"Nennen mindestens zwei Tropen oder Figuren, die im unten stehenden Zitat verwendet werden.""Friede den Hütten, Krieg den Palästen."" (Büchner)",,1.0,Lernnavi,Tropen und Figuren,,19,5kVwt1u3P7P8mKDypeZrMY
17061,deu,"Nennen mindestens zwei Tropen oder Figuren, die im unten stehenden Zitat verwendet werden.""Der Schultern warmer Schnee wird werden kalter Sand."" (Hoffmanswaldau)",,1.0,Lernnavi,Tropen und Figuren,,21,5YTuUzQbRFE9jexD2usopB
17066,deu,"Bitte geben Sie Ihre Antwort in einem Satz.Für eine Präsentation ist es besser, zu gut als nicht angemessen genug gekleidet zu sein. Was ist der Grund dafür?",,11.0,connectsolutions_de,4. Visuelle Darstellung,,27,1fTW6ocbTmG7af4oSvKRQF
17082,deu,Warum radikalisierten sich Teile der britischen Frauenbewegung? Beschreibe in eigenen Worten.,,90.0,Kurier JBP ARCHIVED,Weiblicher Widerstand,,11,527EsNbu7Mva1FIzFhT8ad
17088,deu,Schreibe den Satz im Präteritum.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,5,6lXXS4RTpOg77M0PcIaatE
17089,deu,Schreibe den Satz im Präteritum.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,5,7SCudoYs88Y6hpgiIRomj5
17090,deu,Schreibe den Satz im Präteritum.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,5,1reGLsv1u8C5YE4OSVw6sm
17091,deu,Schreibe den Satz im Präteritum.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,5,a4MOO4VX5LY5xIPOpjvspt
17092,deu,Schreibe den Satz im Präteritum.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,5,9RpZv0hrl5V8t7VJIKnzRD
17093,deu,Schreibe den Satz im Präteritum.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,5,5BJSECAuGOp8iKqhdA8g6I
17094,deu,Schreibe den Satz im Präteritum.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,5,afIMMjKdpzt86xeCD4Snb4
17095,deu,Schreibe den Satz im Präteritum.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,5,9oD9e2Ltsxh6OB6hycik2I
17096,deu,Schreibe den Satz im Präteritum.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,5,aXfqPEkV35c7CLlAXLCVE7
17097,deu,Schreibe den Satz im Präteritum.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,5,8uVgUCHcMk05PEpVv0s5Dc
17098,deu,Schreibe den Satz im Präteritum.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,5,4ifpfth0wKD8b6x48yjICg
17099,deu,Schreibe den Satz im Präteritum.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,5,LnBcB0DkZk9ky28BcNGO2
17100,deu,Schreibe den Satz im Präteritum.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,5,a8lEiEiehiz8Ys1GoAc1s9
17101,deu,Schreibe den Satz im Präteritum.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,5,8Nr30ScR5hb5XA1h3wEmec
17102,deu,Schreibe den Satz im Präteritum.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,5,7DVeaioeAQz8EOt5sENoSG
17103,deu,Schreibe den Satz im Präteritum.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,5,1nk46KLR1cy8MQRL5UQUib
17104,deu,Schreibe den Satz im Präteritum.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,5,2rL7F6S4LMQ9n1dpAHicId
17108,deu,"Was ist der Oberbegriff? Rande, Karotte, Lauch, Bohne...",,135.0,EKV_Playground,,,8,535vFCRc9Ol9bEQrVonnxr
17110,deu,"Erkläre die Bildhaftigkeit des markierten Ausdrucks:Da Tonio daheim seine Zeit vertrödelte, beim Unterricht langsamen undabgewandten Geistes war und bei den Lehrern schlecht angeschrieben stand, fielen seine Noten ins Bodenlose, was seinen Vater, einen Kaufmann aus Bremen, sehr erzürnte. Der Mutter Tonios jedoch, die Consuelo mit Vornamen hieß und überhaupt so anders war als die übrigen Damen der Stadt, weil der Vater sie sich einstmals von ganz unten auf der Landkarte heraufgeholt hatte, waren die Zeugnisse einerlei…Thomas Mann: Tonio Kröger (leicht verändert)",,52.0,demo_DE,,,81,4Rg8Yp2yGgf7aV1xzYfiVy
17117,deu,Schreibe den Satz mit dem passenden Reflexivpronomen.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,7,8a5pzhCUPr46pGibAzObY4
17118,deu,Schreibe den Satz im Präteritum. Gestern - erzählen - ich - eine Geschichte.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,13,TCNOPTIGv57gid46Bbfu9
17124,deu,"Beschreibe, welche Farbe der Himmel bei schönem Wetter hat.",,135.0,EKV_Playground,,,9,8jDoFLaQIil9Mw91PivGC0
17125,deu,"Beschreibe, welche Farbe der Himmel bei schönem Wetter hat.",,135.0,EKV_Playground,,,9,3mzEjOivdXr9faxpnaSpHK
17126,deu,"Beschreibe, welche Farbe der Himmel bei schönem Wetter hat.",,135.0,EKV_Playground,,,9,eLz9h4ycW7aqn42paMBhS
17143,deu,Um welches Satzglied handelt es sich bei der fett markierten Wortgruppe? (Textauszug leicht bearbeitet aus: Stefan Zweig: Rausch der Verwandlung):Die Landleute hoffen nicht gerade auf Überraschungen.,,1.0,Lernnavi,Satzglieder bestimmen,,26,4RHRcBiTzcZ9r0WJajgPg4
17144,deu,Um welches Satzglied handelt es sich bei der fett markierten Wortgruppe?Eines Tages zogen schwarze Wolken auf und es begann zu regnen.,,1.0,Lernnavi,Satzglieder bestimmen,,21,6BGsSQ9cxl8xzACS6dPNb
17145,deu,"Um welches Satzglied handelt es sich bei der fett markierten Wortgruppe?Vielleicht finden wir einen Platz, um uns unterzustellen.",,1.0,Lernnavi,Satzglieder bestimmen,,18,7RvZhLov2xyan0OhTLwrx7
17146,deu,Um welches Satzglied handelt es sich bei der fett markierten Wortgruppe?Wir hingegen wollen in dieser lauen Sommervormittagsstunde ans Meer gehen und baden.,,1.0,Lernnavi,Satzglieder bestimmen,,22,srhy3A7SjL96XWLAVgSdG
17147,deu,Um welches Satzglied handelt es sich bei der fett markierten Wortgruppe? (Textauszug leicht bearbeitet aus: Stefan Zweig: Rausch der Verwandlung):Vor abends kommen keine Pakete und Warenproben von der Fabrik zu spedieren.,,1.0,Lernnavi,Satzglieder bestimmen,,31,4eqPnxHnoiL5J43Nd2CzKW
17148,deu,"Um welches Satzglied handelt es sich bei der fett markierten Wortgruppe? (Textauszug leicht bearbeitet aus: Stefan Zweig: Rausch der Verwandlung):Es gibt wenig Arbeit zu befürchten, der Morgendienst ist erledigt, die Briefe hat der bucklige, tabakkauende Briefträger Hinterfellner längst ausgeteilt.",,1.0,Lernnavi,Satzglieder bestimmen,,39,7Nh11tKveic6Blcg653eVo
17149,deu,"Um welches Satzglied handelt es sich bei der fett markierten Wortgruppe? (Textauszug leicht bearbeitet aus: Stefan Zweig: Rausch der Verwandlung):An einem so blau brennenden, so feurig brütenden Julimittag hat die Poststelle von Klein-Reifling kaum Kunden.",,1.0,Lernnavi,Satzglieder bestimmen,,35,7BXqRPA7TKE7JSYd3cnLyD
17152,deu,"Bitte geben Sie Ihre Antwort mithilfe eines Stichworts an.Bei einem Geschäftsfrühstück trifft Madeleine einen Mann, der elegant gekleidet ist und sehr souverän auftritt. Sie geht sofort davon aus, dass er zu den Führungskräften gehört, die heute Morgen vor den versammelten Geschäftsleuten über dringende Themen sprechen werden. Madeleine muss jedoch feststellen, dass der Mann seine Frau, die Leiterin eines großen Unternehmens, begleitet hat. Wovon hat sich Madeleine beeinflussen lassen:",,11.0,connectsolutions_de,6. Verhaltensmuster,,68,aIvXJOTBdwT6aIiHnSEBVJ
17154,deu,"Bitte geben Sie Ihre Antwort mithilfe von Stichwörtern an. Jonas ist ein leidenschaftlicher Umweltschützer. Er achtet in seinem Verhalten sehr darauf, bestimmte Grundsätze einzuhalten, um die Umwelt zu erhalten. Das Unternehmen, für das er arbeitet, ist seit einiger Zeit wegen fragwürdiger Praktiken bei der Entsorgung von Giftmüll in Verruf geraten. Er ist für die Kommunikation zuständig und wird von seiner Geschäftsleitung gebeten, Botschaften nach Außen zu kommunizieren, die das Unternehmen entlasten sollen.Jonas fühlt sich zunehmend unwohl und gerät in einen Konflikt, der ihm Gewissensprobleme bereitet.Was erlebt Jonas?",,11.0,connectsolutions_de,3. Auswirkungen seiner Werte,,87,5wWB0mcMSV88L3sd2DlbJc
17155,deu,Bitte antworte in einem Satz.Welche Phase folgt nach dem Entwicklungsprozess und was beinhaltet sie?,,11.0,connectsolutions_de,18. Entwicklungsforschung,,14,NA9UIP6smlaH2nsDp8nao
17165,deu,Schreibe den Satz Passiv Präsens.das Paket - sollen - bringen,,95.0,Cornelsen DE,,,10,LiHAY4BB975PIk5fa7IuJ
17167,deu,Schreibe den Satz mit dem passenden Reflexivpronomen.ich - sich entspannen - im Wellness-Center,,95.0,Cornelsen DE,,,13,aYH2E7OnEXD6ZkBuRluem2
17172,deu,Gib mithilfe eines Stichwortes ein Beispiel für ein Grundbedürfnis.,,11.0,connectsolutions_de,11. Instrumente zur Motivation und Honorierung,,9,7cbUVIncPWj7bkifUWUKkv
17175,deu,"Gib deine Antwort in einem Satz an.Nenne einen Grund, warum der Arbeitgeber Ansprüche wegen Verletzung des Arbeitsvertrags geltend machen kann.",,11.0,connectsolutions_de,10. Die Rechtsgrundlagen der Arbeit,,20,3MoZ9FVC8qe9MAcngw2J70
17178,deu,"Gib deine Antwort in einem Satz an: Anlässlich ihres Jahresgesprächs berichtet Christine ihrem Vorgesetzten, dass sie von ihrer Arbeit begeistert ist, gibt aber zu, dass ihr die Auswirkungen der Coronavirus-Pandemie Sorgen bereiten. Wie würdest du das Bedürfnis kategorisieren und was kann ihre Leitung tun, um dem entgegenzukommen?",,11.0,connectsolutions_de,11. Instrumente zur Motivation und Honorierung,,47,18MW1MdWKJz81E4QzkfEuH
17181,deu,"Gib deine Antwort mithilfe eines Stichwortes an:Alexandra ist Mitglied des Vorstands ihres Unternehmens. Die Geschäftsführerin möchte Home-Office einführen. Sie beauftragt den Vorstand, diese Maßnahme einzuführen, indem sie es ihm überlässt, die geeigneten Maßnahmen festzulegen. Welche Form des Managements hat der Vorstand bei dieser Aufgabe?",,11.0,connectsolutions_de,5. Anwenden und umsetzen der Personalplanungsinstrumente,,44,83xsYxxMc6j9Bejqoyp0RJ
17184,deu,Welche drei Ebenen der Personalbeurteilung gibt es? Gib bitte alle drei in Stichwörtern an.,,11.0,connectsolutions_de,9. Evaluierung der Mitarbeiterleistung,,14,6O0owl7H4NU8SihzLYtcY0
17187,deu,"Nenne drei wichtige Aufgaben, die erledigt werden müssen, wenn ein Mitarbeiter/eine Mitarbeiterin das Unternehmen verlässt.",,11.0,connectsolutions_de,14. Massnahmen zur Personalfreisetzung und Anpassung von Arbeitsverträgen,,15,1NlUf48QYyvaTsrdLS2toL
17190,deu,"Was würdest du als Arbeitgeber tun, wenn dein/e Arbeitnehmer/in eine Woche lang ohne Angabe von Gründen nicht zur Arbeit erscheint? Beantworte die Frage in einem Satz.",,11.0,connectsolutions_de,10. Die Rechtsgrundlagen der Arbeit,,26,4a2uOAm5ddF7GUa7e3dBIF
17193,deu,"Wie kann der Arbeitgeber sicherstellen, dass der/die Arbeitnehmer/in, der/die das Unternehmen verlässt, nicht für die Konkurrenz arbeiten wird? Beantworte diese Frage in wenigen Stichworten.",,11.0,connectsolutions_de,10. Die Rechtsgrundlagen der Arbeit,,24,1I5EV1IlAfx64xWFvGe5zb
17196,deu,"Alexandra möchte neue operative Mitarbeiter im Unternehmen einstellen, um die Arbeit bei Krankheit oder Urlaub zu erleichtern. Mit welchem wirtschaftlichen Ziel steht diese Maßnahme im Spannungsverhältnis?Beantworte die Frage mithilfe von Stichworten.",,11.0,connectsolutions_de,8. Das Engagement von HR,,31,5OzEyxZ2WKk6uvwTmrFpAd
17199,deu,"Bei der Beendigung eines Arbeitsverhältnisses ist es für den Arbeitgeber wichtig, auf die Einhaltung der gesetzlichen Bestimmungen zu achten. Um welche Bestimmung handelt es sich?Gib deine Antwort in Stichworten an.",,11.0,connectsolutions_de,14. Massnahmen zur Personalfreisetzung und Anpassung von Arbeitsverträgen,,30,8uugUQrI9Ie8JLBAYWwu9B
17202,deu,Ein Mitarbeiter verlässt das Unternehmen und es muss ein Nachfolger für die Stelle gefunden werden. Wie hoch sind die geschätzten Kosten für das Unternehmen?Gib deine Antwort mithilfe von Stichworten an.,,11.0,connectsolutions_de,5. Anwenden und umsetzen der Personalplanungsinstrumente,,30,4oCv22yeHfC8yS7rMmmovf
17205,deu,"Das Unternehmen Algrifor hat große finanzielle Probleme. Alexandra beschließt, einige Mitarbeiter in den Vorruhestand zu schicken. Welche negativen finanziellen Folgen könnte diese Entscheidung für das Unternehmen haben? Beantworte die Frage in einem Satz.",,11.0,connectsolutions_de,5. Anwenden und umsetzen der Personalplanungsinstrumente,,33,4xW92J7nPEHactKBePdCpE
17208,deu,"Gib deine Antwort mithilfe von Stichworten an:In der Firma, in der Alexander arbeitet, stellt die Geschäftsleitung fest, dass die Einstellungskosten sehr hoch sind und dass es schwierig ist, passende Nachwuchstalente zu finden. Der Geschäftsführer geht davon aus, dass sein Unternehmen für junge Arbeitnehmer nicht attraktiv genug ist. Welche Kombination von Daten könnte Alexander verwenden, um diese Hypothese zu überprüfen?",,11.0,connectsolutions_de,5. Anwenden und umsetzen der Personalplanungsinstrumente,,59,7BRitwvWZOW6WveU9cdCd5
17211,deu,"Beschreibe in einigen Sätzen, wie sich die Arbeit der Personalabteilung durch die sozialen Netzwerke verändert hat.",,11.0,connectsolutions_de,8. Das Engagement von HR,,16,2C4hoGSipAL6InnsC0sPpV
17214,deu,Welche Kritik wird häufig an sozialen Netzwerken in Bezug auf die Arbeitsvermittlung geäußert? Beantworte diese Frage in einem Satz.,,11.0,connectsolutions_de,8. Das Engagement von HR,,19,3Jbmq8gDaDn93254RCDksl
17217,deu,"Bei der Durchsicht der Bewerbungsunterlagen stellt Alexandra fest, dass eine Bewerberin die Anforderungen für die Stelle übertrifft. Was muss Alexandra sicherstellen, bevor sie die Bewerberin einstellt? Beantworte die Frage mithilfe eines Satzes.",,11.0,connectsolutions_de,13. Die Karriereplanung der Mitarbeiter/innen,,32,8BkGplumC8a840mXmWiP6z
17220,deu,Beantworte die Frage mithilfe von Stichworten: Welche positiven Auswirkungen hat ein erfolgreiches Onboarding auf den Bewerber?,,11.0,connectsolutions_de,7. Planung des Onboardings,,16,8T76IzRT3T66WxPzViAdRH
17223,deu,Beantworte die Frage in Stichworten: In Alexanders Firma soll ein neues Team von Facharbeitern eingestellt werden. Welche Integrationsmaßnahme wäre im Vergleich zu einer Maßnahme für eine einzelne Person am besten geeignet?,,11.0,connectsolutions_de,7. Planung des Onboardings,,31,4Xkj90IYMQ284Wy1pREFm9
17226,deu,Beantworte die Fragen in Stichworten: Womit kann eine erfolgreiche Probezeit enden?,,11.0,connectsolutions_de,7. Planung des Onboardings,,11,1Jf3y3o3OoOa6S8gLB15le
17229,deu,"Beschreibe in Stichworten, welche Vorteile die Aufhebung der Pflicht zur Arbeit im Home-Office haben kann.",,11.0,connectsolutions_de,11. Instrumente zur Motivation und Honorierung,,15,15fnCODBmC29aoCnJTbekl
17232,deu,"Beschreibe in wenigen Worten eine Maßnahme, die Alexandra in ihrem Unternehmen einführen könnte, um das Bedürfnis der Mitarbeiter/innen nach Zugehörigkeit zu verbessern.",,11.0,connectsolutions_de,11. Instrumente zur Motivation und Honorierung,,22,6QtXXqQYtR9IbefZVEEYw
17235,deu,"Beschreibe, welche Art von Lohn das Unternehmen wählen sollte, wenn es das Risiko verringern will, dass die Anzahl der Leistungen sinkt?",,11.0,connectsolutions_de,11. Instrumente zur Motivation und Honorierung,,21,4Dfz3kIxMan69nUsoDkiJ9
17238,deu,Warum sollte man ein Vorschlagswesen etablieren? Beantworte die Frage in wenigen Sätzen.,,11.0,connectsolutions_de,11. Instrumente zur Motivation und Honorierung,,12,96PWDkkUmQA6isFODs84MO
17241,deu,Nenne einen Vorteil von Teilzeitarbeit für das Unternehmen.,,11.0,connectsolutions_de,11. Instrumente zur Motivation und Honorierung,,8,2py0BSkLWLx98Hl8snJFWi
17244,deu,"Nenne einen Nachteil von Home-Office, der sich für das Unternehmen ergibt.",,11.0,connectsolutions_de,11. Instrumente zur Motivation und Honorierung,,11,1Pj3KekZT6W9t4ZckPwWCi
17247,deu,Welche Aspekte musst du bei der Erstellung eines Schulungskonzepts berücksichtigen? Nenne drei davon.,,11.0,connectsolutions_de,12. Massnahmen zur Entwicklung der Mitarbeiter/innen,,13,90VWyaZT0By7lcqDL0BJH9
17250,deu,"Wie könntest du sicherstellen, dass die Teilnehmerinnen und Teilnehmer von der Weiterbildung profitiert haben? Antworte mit einem oder zwei Sätzen.",,11.0,connectsolutions_de,12. Massnahmen zur Entwicklung der Mitarbeiter/innen,,20,9pO4eVfv9dKauA35wE6QOa
17253,deu,Gib ein Beispiel für eine Rationalisierungsmaßnahme.Antworte in Stichworten.,,11.0,connectsolutions_de,4. intervention and support of the HR department in the personnel process,,8,6PyF0OwlZm47VRd8ao02xm
17256,deu,"Formuliere einen Satz, der im Arbeitszeugnis von Alice stehen würde, wenn es ihr nicht gelungen ist, verschiedene Projekte gleichzeitig unter einen Hut zu bringen.Formuliere als Antwort einen vollständigen Satz, wie du ihn auch in Alices Zeugnis formulieren würdest.",,11.0,connectsolutions_de,14. Massnahmen zur Personalfreisetzung und Anpassung von Arbeitsverträgen,,38,IaKi6iab7oaWWYtXJs423
17259,deu,"Alice verlässt das Unternehmen Mitte des Jahres und hat in der ersten Jahreshälfte noch keinen Urlaub genommen. Was muss der Arbeitgeber tun, wenn sie das Unternehmen verlässt? Gib deine Antwort in einem Satz an.",,11.0,connectsolutions_de,14. Massnahmen zur Personalfreisetzung und Anpassung von Arbeitsverträgen,,34,6TBfEErEnWe84USM4fJmcj
17262,deu,"Nenne drei Dinge, auf die ein/e Arbeitnehmer/in Anspruch hat, wenn er/sie das Unternehmen verlässt.",,11.0,connectsolutions_de,14. Massnahmen zur Personalfreisetzung und Anpassung von Arbeitsverträgen,,14,6zN789CWOea9ECTmkinf3W
17265,deu,Nenne in Stichworten eine Nebenpflicht des Arbeitgebers.,,11.0,connectsolutions_de,10. Die Rechtsgrundlagen der Arbeit,,7,6b1B7zJPWCD9uFU0Df6LAg
17268,deu,"Gib deine Antwort mithilfe von Stichworten an:Was kannst du tun, wenn du bemerkst, dass ein/e Mitarbeiter/in dir seit einigen Wochen Arbeit von unzureichender Qualität liefert?",,11.0,connectsolutions_de,10. Die Rechtsgrundlagen der Arbeit,,25,9bKvJXzVDT17ZUOaiPDwjg
17271,deu,Schreibe den Satz im Konjunktiv 2.Ich - gerne mit dir tanzen.,,95.0,Cornelsen DE,,,11,7ZeBN122qi97fFI8wxKhDd
17274,deu,"Gib deine Antwort in einem Satz an:Tatiana ist eine neue Mitarbeiterin im Marketing bei Agrifor, einem Unternehmen für Klempnerarbeiten. Im Rahmen ihrer Stelle wird sie Informationen über die Kunden des Unternehmens von Kollegen sammeln, die in direktem Kontakt mit ihnen stehen. Wen soll Tatiana auf dieser Grundlage an ihrem Einführungstag treffen?",,11.0,connectsolutions_de,7. Planung des Onboardings,,51,8f1estLkrYo7P2iWATbto9
17282,deu,"Beschreibe in einem Satz einen Vorteil, der sich für den Arbeitsmarkt durch die bilateralen Abkommen über die Personenfreizügigkeit ergibt.",,11.0,connectsolutions_de,3. Der Einfluss der Arbeitsmarktentwicklung auf das HRM,,19,1LEKhtWAXfR5VL3aZS24Ak
17284,deu,Schreibe den Satz im Präsens. Behalte die Reihenfolge bei.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,9,1x1LyscGZyg7xNq9DRv2hk
17291,deu,Schreibe den Satz im Konjunktiv 2.Ich - gerne mit dir tanzen.,,136.0,CV_398243a9-9bc1-4dba-b417-a384fda98f9d,,,11,1rl5LUZ1J6M9pbPV20iMBq
17297,deu,"Nenne ein Element, das in einer Stellenanzeige genannt wird.",,11.0,connectsolutions_de,8. Das Engagement von HR,,9,XYELLLXe736ykV04Qh6FI
17298,deu,"Gib deine Antwort mithilfe von Stichworten an.Nenne eine Komponente des Unternehmensprofils.Es kann sich dabei um ein beliebiges Merkmal handeln, welches das Unternehmen definiert.",,11.0,connectsolutions_de,1. Die Bereiche des HRM und ihre Vernetzung,,23,9QRukUX9TpU73w7heZO3EI
17299,deu,"Gib deine Antwort in einem Satz an:Der Direktor des Unternehmens, in dem Alexandra als Personalchefin arbeitet, hat ihr gesagt, dass ihre Planung nicht den technologischen Fortschritt in ihrem Bereich berücksichtigt und ihre Abteilung dadurch riskiere Wettbewerbsvorteile zu verlieren. Was soll Alexandra tun, um sich gegen diesen Vorwurf zu wehren?",,11.0,connectsolutions_de,3. Der Einfluss der Arbeitsmarktentwicklung auf das HRM,,49,7bUPxzTT24M6I5wk9fuXpq
17300,deu,"Gib deine Antwort in einem Satz an:Alexandra hat die folgende Stellenanzeige auf der Plattform ihres Unternehmens verfasst. Gib an, welches Element fehlt: „Das Unternehmen Algrifor, das seit 30 Jahren im Bereich der Klempnerei tätig ist, sucht eine/n HR-Assistent/in, die/der ab sofort verfügbar ist. Wir bieten ein motivierendes Arbeitsklima mit Aufstiegsmöglichkeiten. Bitte bewerben Sie sich ausschließlich über unsere Plattform“.",,11.0,connectsolutions_de,8. Das Engagement von HR,,58,8uIg14U06b284z7ypXwVvo
17301,deu,"Das Unternehmen, in dem Alexander als Spezialist für Personalrekrutierung arbeitet, stellt Autoteile her. Es müssen zusätzliche Arbeitskräfte für die Produktion eingestellt werden. Wer ist am besten in der Lage, Bewerberinnen und Bewerber auszuwählen?",,11.0,connectsolutions_de,8. Das Engagement von HR,,33,1bD0giWLVjwaSbhlr4gRX9
17306,deu,"Beschreibe in wenigen Sätzen, welche Mittel die Personalabteilung einsetzen kann, um die herrschenden Ungleichheiten zwischen Männern und Frauen abzubauen.",,11.0,connectsolutions_de,4. intervention and support of the HR department in the personnel process,,19,aEnQkNo1tno8LEGnW1fvKN
17317,deu,"Ich kann mich noch so anstrengen, ein bestimmtes Bild von mir abzugeben, ich werde von den anderen dennoch nicht immer so wahrgenommen. Weshalb nicht?",,11.0,connectsolutions_de,DE_L_SA,,24,3eGV1lgZpCm9BVSkTFEmMq
17318,deu,"Die Handlungskompetenz verbindet die Selbst-, Sozial-, Methoden- und Fachkompetenz. Weshalb?",,11.0,connectsolutions_de,DE_L_SA,,10,7pkaimW4PAtaBxy1jOOGw0
17319,deu,"Lebensziele stehen für das, was man im Leben erreichen möchte. Um diese Ziele erfolgreich umzusetzen, braucht man neben dem Willen und der Beharrlichkeit auch ...",,11.0,connectsolutions_de,DE_L_SA,,25,5Vcf4WOTI2N5z9oMug9561
17320,deu,"Weshalb ist es wichtig, sich die Zeit zu nehmen, Erfolge und Misserfolge zu analysieren?",,11.0,connectsolutions_de,DE_L_SA,,14,as6Ik7HvWitaAVFR4szCxH
17329,deu,Ein Gegenstand aus Eisen wird sowohl vom Nord- als auch vom Südpol eines Magnets angezogen. Erläutere dies mit Hilfe der Vorstellung von den Elementarmagneten.,"Modell von Magneten Manfred Grote, Lüchow Münzen und Schraubenmuttern ziehen sich normalerweise gegenseitig nicht an. Trotzdem werden die Münzen hier von der Schraubenmutter gehalten. Auch die Münzen untereinander ziehen sich an. Eine Stricknadel wird zum Magnet Streicht man mit demselben Pol eines starken Magnets mehrmals in derselben Richtung über eine Stricknadel aus Stahl, so kann die Nadel anschließend eine Büroklammer aus Eisen anziehen. Eine Stricknadel wird magnetisiert. Marzell, Alfred, Schwäbisch Gmünd Untersucht man die Stricknadel mit einer  Magnetnadel magnetisiert Durchtrennt man die Stricknadel in der Mitte, so sind beide Teilstücke wieder vollständige Magnete mit jeweils einem Nord- und einem Südpol. Das Modell der Elementarmagnete Um die Beobachtung zu erklären, stellt man sich vor, dass die Stricknadel aus sehr vielen sehr kleinen Magneten besteht. Diese werden  Elementarmagnete Modell der Elementarmagnete Marzell, Alfred, Schwäbisch Gmünd Anwendung des Modells Könnte man die Ordnung der Elementarmagnete aufheben, müsste aus dem „Stricknadel-Magnet“ wieder eine normale Stricknadel werden. Dies gelingt tatsächlich mit mehreren Hammerschlägen auf den „Stricknadel-Magnet“ oder durch starkes Erhitzen. Die Stricknadel wird so  entmagnetisiert Ein Eisennagel lässt sich sogar noch leichter magnetisieren und entmagnetisieren als die Stricknadel aus  Stahl Stahl ist eine besondere Metall-Legierung, die hauptsächlich aus Eisen besteht. Nord- und Südpol eines Magnets treten immer gemeinsam auf. Beim Teilen eines Magnets entstehen zwei neue Magnete mit jeweils einem Nord- und einem Südpol. Man stellt sich vor, dass jeder Magnet aus geordneten Elementarmagneten besteht. Begründe, dass es keine Magnete gibt, die nur einen Nordpol, aber keinen Südpol haben. Jeder Magnet besteht aus geordneten Elementarmagneten. Sägt man den Magnet in der Mitte durch, so bleibt die Ordnung erhalten. Der Magnet besteht immer noch aus Elementarmagneten. Weiteres Zersägen ändert daran nichts. Du schlägst mit dem Hammer auf einen magnetisierten Eisendraht. Er ist dann kein Magnet mehr. Erkläre dies mit Hilfe des Modells der Elementarmagnete. Durch die Erschütterung geraten die Elementarmagnete wieder durcheinander. Ein Gegenstand aus Eisen wird sowohl vom Nord- als auch vom Südpol eines Magnets angezogen. Erläutere dies mit Hilfe der Vorstellung von den Elementarmagneten. Wenn dem Gegenstand aus Eisen der Nordpol eines Magnets zugewandt ist, richten sich die Elementarmagnete des Eisenstücks so aus, dass ihre Südpole dem Magnet zugewandt sind. Ungleichartige Pole ziehen sich an. Ist dem Eisenstück der Südpol des Magnets zugewandt, richten sich die Elementarmagnete so aus, dass dem Magnet ihre Nordpole zugewandt sind - daher auch in diesem Fall Anziehung.",135.0,EKV_Playground,,,24,5M57UDaqRz79sVpPR1rTvc
