taskId,description,language,context,tenant_name,word_count
4188,7n9pNrYhu6m9s9wlqSLQK5,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Fans konnten den Sänger begrüßen.,DE,,CV_65e03fea988ee20cd8c31b71,14
4216,2RdqGoyRUyu8ovEC2rF9Uy,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Studierenden durften die Flyer verteilen.,DE,,CV_65e03fea988ee20cd8c31b71,14
4220,7KeH0jBQm9PaFImiNlAwKJ,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Der Sachbearbeiter musste die Anträge prüfen.,DE,,CV_65e03fea988ee20cd8c31b71,14
4265,ERAynI72Xrab413d8rhJr,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Der Spieler musste den Ball werfen.,DE,,CV_65e03fea988ee20cd8c31b71,14
4308,aeD8zFsTUkFa2tXl6gHQeN,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Der Mitarbeiter musste den Chef anrufen.,DE,,CV_65e03fea988ee20cd8c31b71,14
4309,aqWDuuHb2eiaM3JSsZxXBM,Schreibe den Satz im Präsens. Unsere Eltern - ein Jazzfestival - besuchen - .,DE,,CV_65e03fea988ee20cd8c31b71,14
4322,7R1S17hJezI6DT4CIbQ4i1,Schreibe den Satz im Präteritum. Früher - schlafen - du - besser - .,DE,,CV_65e03fea988ee20cd8c31b71,14
4326,63ij6ZRdv7q8Fr6z9HxI72,Schreibe den Satz im Präsens. Unsere Eltern - ein Jazzfestival - besuchen - .,DE,,Cornelsen B1,14
4480,aUPijlWnPzi69f7HS5s9w8,Schreibe den Satz im Passiv Präsens. das Dokument - müssen - kopieren - .,DE,,Cornelsen B1,14
4479,5IMJHMwzu5I7yhWp913Roc,Schreibe den Satz im Passiv Präsens. der Papierkorb - müssen - leeren - .,DE,,Cornelsen B1,14
4478,76fCi7SP2A99oGov2vgrm9,Schreibe den Satz im Passiv Präsens. der Ordner - müssen - holen - .,DE,,Cornelsen B1,14
4476,7cJ9K1qCtI97GzYdEQwkCV,Schreibe den Satz im Passiv Präsens. der Vertrag - können - unterschreiben - .,DE,,Cornelsen B1,14
2509,8Rwy5SXBEcj9Rb2DoAU5oS,"Wie verändert sich der Siedepunkt einer Flüssigkeit, wenn der Umgebungsdruck abgesenkt wird? (150 Zeichen)",DE,,BASF_DE,14
2805,2y9HXaw1enc88QFGAuaMNC,Einen Drachen darf man nicht in der Nähe einer Hochspannungsleitung steigen lassen. Begründe dies.,DE,,EKV_Physik,14
2800,8vE22fUmqBm6vXcdBMnHGn,"Begründe, dass es keine Magnete gibt, die nur einen Nordpol, aber keinen Südpol haben.",DE,"Modell von Magneten Manfred Grote, Lüchow Münzen und Schraubenmuttern ziehen sich normalerweise gegenseitig nicht an. Trotzdem werden die Münzen hier von der Schraubenmutter gehalten. Auch die Münzen untereinander ziehen sich an. Eine Stricknadel wird zum Magnet Streicht man mit demselben Pol eines starken Magnets mehrmals in derselben Richtung über eine Stricknadel aus Stahl, so kann die Nadel anschließend eine Büroklammer aus Eisen anziehen. Eine Stricknadel wird magnetisiert. Marzell, Alfred, Schwäbisch Gmünd Untersucht man die Stricknadel mit einer  Magnetnadel magnetisiert Durchtrennt man die Stricknadel in der Mitte, so sind beide Teilstücke wieder vollständige Magnete mit jeweils einem Nord- und einem Südpol. Das Modell der Elementarmagnete Um die Beobachtung zu erklären, stellt man sich vor, dass die Stricknadel aus sehr vielen sehr kleinen Magneten besteht. Diese werden  Elementarmagnete Modell der Elementarmagnete Marzell, Alfred, Schwäbisch Gmünd Anwendung des Modells Könnte man die Ordnung der Elementarmagnete aufheben, müsste aus dem „Stricknadel-Magnet“ wieder eine normale Stricknadel werden. Dies gelingt tatsächlich mit mehreren Hammerschlägen auf den „Stricknadel-Magnet“ oder durch starkes Erhitzen. Die Stricknadel wird so  entmagnetisiert Ein Eisennagel lässt sich sogar noch leichter magnetisieren und entmagnetisieren als die Stricknadel aus  Stahl Stahl ist eine besondere Metall-Legierung, die hauptsächlich aus Eisen besteht. Nord- und Südpol eines Magnets treten immer gemeinsam auf. Beim Teilen eines Magnets entstehen zwei neue Magnete mit jeweils einem Nord- und einem Südpol. Man stellt sich vor, dass jeder Magnet aus geordneten Elementarmagneten besteht. Begründe, dass es keine Magnete gibt, die nur einen Nordpol, aber keinen Südpol haben. Jeder Magnet besteht aus geordneten Elementarmagneten. Sägt man den Magnet in der Mitte durch, so bleibt die Ordnung erhalten. Der Magnet besteht immer noch aus Elementarmagneten. Weiteres Zersägen ändert daran nichts. Du schlägst mit dem Hammer auf einen magnetisierten Eisendraht. Er ist dann kein Magnet mehr. Erkläre dies mit Hilfe des Modells der Elementarmagnete. Durch die Erschütterung geraten die Elementarmagnete wieder durcheinander. Ein Gegenstand aus Eisen wird sowohl vom Nord- als auch vom Südpol eines Magnets angezogen. Erläutere dies mit Hilfe der Vorstellung von den Elementarmagneten. Wenn dem Gegenstand aus Eisen der Nordpol eines Magnets zugewandt ist, richten sich die Elementarmagnete des Eisenstücks so aus, dass ihre Südpole dem Magnet zugewandt sind. Ungleichartige Pole ziehen sich an. Ist dem Eisenstück der Südpol des Magnets zugewandt, richten sich die Elementarmagnete so aus, dass dem Magnet ihre Nordpole zugewandt sind - daher auch in diesem Fall Anziehung.",EKV_Physik,14
4143,KKg0zX7qVd7G2oMX9j4PV,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Studierenden durften die Prüfung wiederholen.,DE,,CV_65e03fea988ee20cd8c31b71,14
4146,5PkSiJvcg3I9QZUJ9q9YyP,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Musiker mussten das Festival absagen.,DE,,CV_65e03fea988ee20cd8c31b71,14
4417,2SlBVhjmVIN9brWa5caXzs,"Nenne in wenigen Worten ein Beispiel für einen technologischen Wandel, der die Arbeitsmittel betrifft.",DE,,connectsolutions_de,14
4416,LyzgJOtHgx6aWiNmmvHNb,"Nenne in wenigen Worten ein Beispiel für einen technologischen Wandel, der die Arbeitsmittel betrifft.",DE,"RIGHT: Entwicklung von KIs, Internet, gemeinsame elektronische Kalender statt Papier, Ersetzen von Papierakten durch elektronische Verwaltung, Nutzung einer gemeinsamen Anwendung für die Verfolgung von Akten und Terminen (z. B. OneNote).
WRONG: Installation von Scannern, Scannen, Wechsel von Produktionsmitteln, Digitalisierung",connectsolutions_de,14
3583,4iKvmjujZXZ7RXhYMJjqU7,"Begründe, dass es keine Magnete gibt, die nur einen Nordpol, aber keinen Südpol haben.",DE,"Modell von Magneten Manfred Grote, Lüchow Münzen und Schraubenmuttern ziehen sich normalerweise gegenseitig nicht an. Trotzdem werden die Münzen hier von der Schraubenmutter gehalten. Auch die Münzen untereinander ziehen sich an. Eine Stricknadel wird zum Magnet Streicht man mit demselben Pol eines starken Magnets mehrmals in derselben Richtung über eine Stricknadel aus Stahl, so kann die Nadel anschließend eine Büroklammer aus Eisen anziehen. Eine Stricknadel wird magnetisiert. Marzell, Alfred, Schwäbisch Gmünd Untersucht man die Stricknadel mit einer  Magnetnadel magnetisiert Durchtrennt man die Stricknadel in der Mitte, so sind beide Teilstücke wieder vollständige Magnete mit jeweils einem Nord- und einem Südpol. Das Modell der Elementarmagnete Um die Beobachtung zu erklären, stellt man sich vor, dass die Stricknadel aus sehr vielen sehr kleinen Magneten besteht. Diese werden  Elementarmagnete Modell der Elementarmagnete Marzell, Alfred, Schwäbisch Gmünd Anwendung des Modells Könnte man die Ordnung der Elementarmagnete aufheben, müsste aus dem „Stricknadel-Magnet“ wieder eine normale Stricknadel werden. Dies gelingt tatsächlich mit mehreren Hammerschlägen auf den „Stricknadel-Magnet“ oder durch starkes Erhitzen. Die Stricknadel wird so  entmagnetisiert Ein Eisennagel lässt sich sogar noch leichter magnetisieren und entmagnetisieren als die Stricknadel aus  Stahl Stahl ist eine besondere Metall-Legierung, die hauptsächlich aus Eisen besteht. Nord- und Südpol eines Magnets treten immer gemeinsam auf. Beim Teilen eines Magnets entstehen zwei neue Magnete mit jeweils einem Nord- und einem Südpol. Man stellt sich vor, dass jeder Magnet aus geordneten Elementarmagneten besteht. Begründe, dass es keine Magnete gibt, die nur einen Nordpol, aber keinen Südpol haben. Jeder Magnet besteht aus geordneten Elementarmagneten. Sägt man den Magnet in der Mitte durch, so bleibt die Ordnung erhalten. Der Magnet besteht immer noch aus Elementarmagneten. Weiteres Zersägen ändert daran nichts. Du schlägst mit dem Hammer auf einen magnetisierten Eisendraht. Er ist dann kein Magnet mehr. Erkläre dies mit Hilfe des Modells der Elementarmagnete. Durch die Erschütterung geraten die Elementarmagnete wieder durcheinander. Ein Gegenstand aus Eisen wird sowohl vom Nord- als auch vom Südpol eines Magnets angezogen. Erläutere dies mit Hilfe der Vorstellung von den Elementarmagneten. Wenn dem Gegenstand aus Eisen der Nordpol eines Magnets zugewandt ist, richten sich die Elementarmagnete des Eisenstücks so aus, dass ihre Südpole dem Magnet zugewandt sind. Ungleichartige Pole ziehen sich an. Ist dem Eisenstück der Südpol des Magnets zugewandt, richten sich die Elementarmagnete so aus, dass dem Magnet ihre Nordpole zugewandt sind - daher auch in diesem Fall Anziehung.",EKV_Physik,14
3555,3CdZuH19w7e8HUlfmoNPZv,"Wie verändert sich der Siedepunkt einer Flüssigkeit, wenn der Umgebungsdruck abgesenkt wird? (150 Zeichen)",DE,,BASF_DE,14
3558,5zoccFpLdJI6ZSEIsazIxY,Wie setzt sich der Gesamtdampfdruck nach Dalton bei einem homogenen Flüssigkeitsgemisch zusammen? (300 Zeichen),DE,,BASF_DE,14
3317,CfAiG4nf925S3Lf5WucS5,Schreibe den Satz im Präteritum. Früher - schlafen - du - besser - .,DE,,CV_65e0425bca918e2cb0bf7886,14
3315,Y9tBDnYEXl6byL5qPiRRg,Schreibe den Satz im Präsens. Unsere Eltern - ein Jazzfestival - besuchen - .,DE,,CV_65e0425bca918e2cb0bf7886,14
2315,6O0owl7H4NU8SihzLYtcY0,Welche drei Ebenen der Personalbeurteilung gibt es? Gib bitte alle drei in Stichwörtern an.,DE,,connectsolutions_de,14
3598,68TmHMjft5H9uUTh4rhqA9,Schreibe einen Vergleichssatz im Präsens. umso: Die Mannschaft ist stark. Sie hat viele Fans.,DE,,Cornelsen B1,14
3600,3BGVMEwJFVUagvQnKWW2ef,Schreibe einen Vergleichssatz im Präsens. desto: Der Maler ist kreativ. Seine Gemälde sind originell.,DE,,Cornelsen B1,14
3601,od7e2DhcEOaErDk1ncazT,Schreibe einen Vergleichssatz im Präsens. desto: Das Thema ist wichtig. Das Publikum ist groß.,DE,,Cornelsen B1,14
3602,1O9U2H0N0mv9setnT2RUTO,Schreibe einen Vergleichssatz im Präsens. desto: Die Produktion ist teuer. Der Film ist spektakulär.,DE,,Cornelsen B1,14
3531,2cRTXB8z4D45QN1gqluLG1,Schreibe einen Satz mit den folgenden Wörtern im Präsens: Hund - fressen - Futter,DE,,Cornelsen B1,14
3638,8Aw1vtCUVNE9bC43aDl81q,Sag es persönlicher. Schreibe den Satz mit doch. Ihr habt den Schauspieler auch gesehen!,DE,,Cornelsen A2,14
3650,axWIC06vcic9BB6x6MqE8V,Schreibe einen Vergleichssatz im Präsens. umso: Der Musiker ist beliebt. Das Konzert ist groß.,DE,,Cornelsen B1,14
3727,3ButODJ8zgi84GCA6ZIJ0g,Schreibe die Frage zu dem markierten Satzteil. Die Kollegen treffen ihren Chef im Supermarkt.,DE,,Cornelsen A2,14
3634,6kTm34feDmV8KLIrPR6DaP,Schreibe die Frage zu dem markierten Satzteil. Die Schüler gratulieren ihrem Lehrer zum Geburtstag.,DE,,Cornelsen A2,14
3373,4mh23Uv9Dqt6BqlwZQ8Hud,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Der Spieler musste den Ball werfen.,DE,,CV_65e0425bca918e2cb0bf7886,14
3374,9xYDjRxLEJ75BKQSzorgFq,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Fans konnten den Sänger begrüßen.,DE,,CV_65e0425bca918e2cb0bf7886,14
3376,8dG1AnIZN327odmmYu9I4G,Schreibe den Satz im Passiv Präsens. das Paket - sollen - bringen - .,DE,,CV_65e0425bca918e2cb0bf7886,14
3367,6qDnRlvh0QMawxRYifZ9hx,Schreibe den Satz im Passiv Präsens. der Papierkorb - müssen - leeren - .,DE,,CV_65e0425bca918e2cb0bf7886,14
3381,8GGt2Lq1pVU66aRCzGMrBf,Schreibe den Satz im Passiv Präsens. die Blumen - sollen - gießen - .,DE,,CV_65e0425bca918e2cb0bf7886,14
3384,3yjfQEOocm67PiLN1MphZX,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Ministerin sollte die Ausstellung eröffnen.,DE,,CV_65e0425bca918e2cb0bf7886,14
3386,1wvAh1nwbl06lJea2TLA8a,Schreibe den Satz im Passiv Präsens. der Vertrag - können - unterschreiben - .,DE,,CV_65e0425bca918e2cb0bf7886,14
3391,M0tAnYHwkq9uld6qtsO9F,Schreibe den Satz im Passiv Präsens. der Ordner - müssen - holen - .,DE,,CV_65e0425bca918e2cb0bf7886,14
1124,790yfzUMFlJ8eXYT7OtUHW,Schreiben Sie den Satz im Passiv Präsens.Der Termin – intensiv vorbereiten – vom Kollegen.,DE,,demo_DE,14
3355,3mbjGmtadf7Y3hzjW859j,Schreibe den Satz im Passiv Präsens. das Dokument - müssen - kopieren - .,DE,,CV_65e0425bca918e2cb0bf7886,14
1117,7fE9sk0x2amalma0takBp5,Welches Vorgehen planen Sie für den Schlussteil des Interpretationsaufsatzes? Nennen Sie die wichtigsten Schritte.,DE,,Cornelsen DE,14
3398,7QVVvOioApb7FJRAO83lKs,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Studierenden durften die Prüfung wiederholen.,DE,,CV_65e0425bca918e2cb0bf7886,14
3403,6ahz0uDADNqapAn49uQqMW,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Das Team musste das Spiel verschieben.,DE,,CV_65e0425bca918e2cb0bf7886,14
3408,9iuXQES4Jjk68D2JYAtUKM,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Musiker mussten das Festival absagen.,DE,,CV_65e0425bca918e2cb0bf7886,14
3410,3yD0UeSLVPg6VAeejhgwD6,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Der Sachbearbeiter musste die Anträge prüfen.,DE,,CV_65e0425bca918e2cb0bf7886,14
3423,5vqLIZiScZ38bifZWNYrBr,Schreibe den Satz im Passiv Präsens. die Grafik - sollen - präsentieren - .,DE,,CV_65e0425bca918e2cb0bf7886,14
3426,8JiPXI7zovk9dzukB1KiMJ,Schreibe den Satz im Passiv Präsens. der Kaffee - dürfen - servieren - .,DE,,CV_65e0425bca918e2cb0bf7886,14
3428,2ZRPHzFYwYr6PWRtnfLecO,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Das Hotelpersonal konnte die Gäste empfangen.,DE,,CV_65e0425bca918e2cb0bf7886,14
3429,3Rp8LJUrrULa3qV1qC9Hq6,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Studierenden durften die Flyer verteilen.,DE,,CV_65e0425bca918e2cb0bf7886,14
3430,5WzCnPUUmm666y0K3UYsZG,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Meine Mutter musste das Geschenk abholen.,DE,,CV_65e0425bca918e2cb0bf7886,14
3437,6HlF6hfoKwr5SsRbEWGPfm,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Touristen mussten den Urlaub abbrechen.,DE,,CV_65e0425bca918e2cb0bf7886,14
3337,7k4ftdp9jyt8kJoj3eq7s1,Schreibe den Satz im Passiv Präsens. die E-Mail - müssen - schreiben - .,DE,,CV_65e0425bca918e2cb0bf7886,14
3397,22fqs8sDPAH7lzZ39rYmmg,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Der Mitarbeiter musste den Chef anrufen.,DE,,CV_65e0425bca918e2cb0bf7886,14
3737,1hsb9rUcmKF5XHLXbeS1QI,Schreibe die Frage zu dem markierten Satzteil. Seine Oma schenkt meinem Vater einen Pullover.,DE,,Cornelsen A2,14
3649,3SolJn3G6l26wrltW2DdRL,Schreibe einen Vergleichssatz im Präsens. desto: Das Theaterstück ist unbekannt. Das Publikum ist klein.,DE,,Cornelsen B1,14
3837,1CS2rHcA2mD5ycKiHmllcH,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Studierenden durften die Prüfung wiederholen.,DE,,Cornelsen B1,14
3809,YsNnXQVuec7tSK1QzSo8f,Schreibe den Satz ohne Partikel. Mit wem möchtest du mal in den Urlaub fahren?,DE,,Cornelsen A2,14
2393,6zN789CWOea9ECTmkinf3W,"Nenne drei Dinge, auf die ein/e Arbeitnehmer/in Anspruch hat, wenn er/sie das Unternehmen verlässt.",DE,,connectsolutions_de,14
3835,6Lkhn9ElCoq5zVbyt2s6lt,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Ministerin sollte die Ausstellung eröffnen.,DE,,Cornelsen B1,14
3831,2JEHGH0JD1Z7GTPY0J3yyy,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Studierenden durften die Flyer verteilen.,DE,,Cornelsen B1,14
3827,6RnHt50sjHgaDtIaeHVZ2c,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Der Mitarbeiter musste den Chef anrufen.,DE,,Cornelsen B1,14
4498,2swxQaSVDbl9iO5sARCpOA,Schreibe den Satz ohne Partikel. Wir können doch mal zusammen in einen Club gehen.,DE,,CV_652e957f7206291630b912cc,14
3813,7yG9IWqIuA976ZRMMjmm4K,Schreibe den Satz ohne Partikel. Wir können doch mal zusammen in einen Club gehen.,DE,,Cornelsen A2,14
3838,8ByID7rCBuaaJ9MAPAso3O,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Der Spieler musste den Ball werfen.,DE,,Cornelsen B1,14
3839,45TrGCUatMF7PYfFOhfiwF,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Das Hotelpersonal konnte die Gäste empfangen.,DE,,Cornelsen B1,14
4236,3Dzzne0eRgg9vxZv4i2Pgg,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Das ist der Kopierer. Er ist neu.,DE,,CV_65e03fea988ee20cd8c31b71,15
4330,anoUgtGLIpj73zkpsrInul,Schreibe den Satz im Präsens. Marisol und Mike - das Projekt - anfangen - .,DE,,Cornelsen B1,15
4181,4fsg4ZoGY6L8jUYUCUSgZ0,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Regierung konnte die Demo nicht verbieten.,DE,,CV_65e03fea988ee20cd8c31b71,15
4371,1KNsHkZklHs98RezYXSOQa,Schreibe den Satz im Präteritum. Damals - geben - es noch andere Geldscheine - .,DE,,Cornelsen B1,15
4225,3Ic6TVFDco7a3VaLClgVFW,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Das ist der Herd. Ihn repariere ich.,DE,,CV_65e03fea988ee20cd8c31b71,15
4492,4eFI2JJRYDNa2lkTztnX8M,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Das ist das Fahrrad. Es steht hier.,DE,,Cornelsen B1,15
4491,19S54qS405L6hJEwaoe099,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Hier liegen die Bücher. Sie sind alt.,DE,,Cornelsen B1,15
3864,6hqiwOTDHKa9G65yiZ8dyW,Schreibe den Satz. weder … noch: Ich - bestelle - Pizza - Pasta - .,DE,,Cornelsen B1,15
3339,30QHDY1mf9497IFIKvVoLF,Schreibe den Satz im Präsens mit dem passenden Reflexivpronomen. Wir - sich beeilen - .,DE,,CV_65e0425bca918e2cb0bf7886,15
3928,9ncCh5TaPrN6cnO93ASj8O,Sag es freundlicher. Schreibe den Satz mit doch mal. Lass uns am Wochenende essen gehen.,DE,,Cornelsen A2,15
4543,3lxFOyk3el7yTr0A9HAI8,Schreibe den Satz im Präteritum. Gestern - erzählen - ich - eine Geschichte - .,DE,,Cornelsen B1,15
4318,1F2CNtZPYGL7266CRvPsrw,Schreibe den Satz im Präteritum. Gestern - erledigen - Julius - die Hausarbeit - .,DE,,CV_65e03fea988ee20cd8c31b71,15
2701,9P26xAYayNU5TKdz69oxLu,Vervollständige die folgenden Sätze:   Bei einer losen Rolle ist die Zugkraft halb so groß wie…,DE,"  Lasten bewegen Schwere Lasten kannst du mithilfe von Seilen und Rollen bewegen. Das Seil läuft dabei über eine Rolle. In den folgenden Grafiken siehst du, wie die Menschen früher schwere Lasten auf verschiedene Arten in die oberen Stockwerke ihres Hauses transportierten. Auch heute werden Lasten mithilfe von Rollen und Seilen hochgehoben und bewegt.   Die feste Rolle Die Last ist an einem Seilende befestigt. Das Seil läuft über eine Rolle, die an einem Balken befestigt ist. Diese Rolle wird feste Rolle genannt. Der Arbeiter zieht das Seil nach unten. Dadurch wird die Last nach oben angehoben. Die notwendige Zugkraft ist dabei genauso groß wie die Gewichtskraft der Last. Wird die Last um 2 m angehoben, muss der Arbeiter 2 m am Seil ziehen. Dazu sagt man: Kraftweg und Lastweg sind gleich groß. Eine feste Rolle ändert also nur die Richtung der Kraft.   Last Gewicht, Gegenstand, …   Die lose Rolle Die Rolle ist an der Last angebracht. Das Seil läuft über eine Rolle und es ist oben am Haus an einem Balken befestigt. Der Arbeiter steht auf dem Balkon. Er zieht mit dem Seil die Rolle mit der Last nach oben auf den Balkon. Diese Rolle wird lose Rolle genannt, weil sie sich zusammen mit der Last bewegt. Dabei ist die Zugkraft, die man zum Heben der Last anwenden muss, halb so groß wie die Gewichtskraft. Beträgt die Gewichtskraft z. B. 100 N , dann beträgt die Zugkraft 50 N . Mit einer losen Rolle kann also Kraft gespart werden. Dafür ist der Kraftweg aber doppelt so lang. Soll die Last z. B. 2 m angehoben werden, dann muss man das Seil 4 m weit bewegen.   Merke: Bei der festen Rolle wird die Richtung der Kraft verändert. Die Zugkraft ist genau so groß wie die Gewichtskraft. Bei einer losen Rolle ist die Zugkraft halb so groß wie die Gewichtskraft der Last. Der Kraftweg ist dafür doppelt so groß wie der Lastweg. ",EKV_Physik,15
4490,3Nu6lmGFFTE927WRp7d2RH,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Das ist der Kopierer. Er ist neu.,DE,,Cornelsen B1,15
2708,4J0HcjSEU1695n2bOsGeY,Vervollständige folgenden Satz zur gleichförmigen Bewegung: „In der doppelten Zeit wird der … Weg zurückgelegt.“,DE,"  Momentangeschwindigkeit Für die Fahrgäste im ICE saust die Landschaft am Fenster vorbei. Eine Informationstafel zeigt den Fahrgästen die Geschwindigkeit an, die der Zug im Moment hat. Diese Geschwindigkeit wird Momentangeschwindigkeit genannt.   der ICE der ICE: sehr schneller Zug für lange Strecken   Durchschnittsgeschwindigkeit Ein ICE kann aber nicht immer mit seiner Höchstgeschwindigkeit von über 300 km h fahren. Bahnhöfe, Kurven oder Baustellen darf der ICE aus Sicherheitsgründen nur mit geringeren Geschwindigkeiten durchfahren. Für eine Bewegung mit unterschiedlichen Geschwindigkeiten kannst du eine durchschnittliche Geschwindigkeit berechnen. Dafür musst du die gesamte zurückgelegte Strecke durch die insgesamt benötigte Zeit dividieren. Man bezeichnet diese Geschwindigkeit als Durchschnittsgeschwindigkeit .   Messen mit einer Modelleisenbahn Auf einer geraden Strecke fährt eine Modelleisenbahn mit gleichbleibender Geschwindigkeit. Nach gleichbleibenden Zeitabschnitten wird der insgesamt zurückgelegte Weg gemessen. Zeit-Weg-Tabelle Zeit in Sekunden Weg in Metern 0 0 1 3 2 6 3 9 4 12 5 15 Nach der doppelten (3‑fachen, 4‑fachen usw.) Zeit legt die Eisenbahn auch den doppelten (3‑fachen, 4‑fachen usw.) Weg zurück. Man sagt hierzu auch: Die Zeit und der Weg verhalten sich bei einer gleichförmigen Bewegung proportional zueinander.   Das Zeit-Weg-Diagramm Die Bewegung der Modelleisenbahn kannst du zeichnerisch darstellen. Dazu werden die Werte der Tabelle in ein Zeit-Weg-Diagramm übertragen. Auf der x-Achse wird die Zeit und auf der y-Achse wird der Weg eingetragen. Verbindest du die eingetragenen Messpunkte, so erhältst du eine ansteigende Gerade. Zeit-Weg-Tabelle Zeit in Sekunden Weg in Metern 0 0 1 3 2 6 3 9 4 12 5 15   die x-Achse die x-Achse: waagrechte Achse im Koordinaten system   die y-Achse die y-Achse: senkrechte Achse im Koordinatensystem   Das Zeit-Geschwindigkeits-Diagramm Berechnest du für die Wertepaare in der Tabelle die jeweilige Geschwindigkeit, so erhältst du einen Wert von 3 m s . Zeit in Sekunden Weg in Metern 0 0 1 3 2 6 3 9 4 12 5 15 Den Zusammenhang zwischen Zeit und Geschwindigkeit kann man ebenfalls in einem Diagramm darstellen. Im Zeit-Geschwindigkeits-Diagramm wird auf der x -Achse die Zeit eingetragen. Auf der y -Achse wird die Geschwindigkeit eingetragen.   Merke: Bei einer gleichförmigen Bewegung sind Zeit und Weg proportional zueinander: In der doppelten (3‑fachen, 4‑fachen usw.) Zeit wird der doppelte (3‑fache, 4‑fache usw.) Weg zurückgelegt. ",EKV_Physik,15
3980,gXbMhiqX3BaPmaLdys3MV,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Regierung konnte die Demo nicht verbieten.,DE,,Cornelsen B1,15
4253,2v1j9bhRxRK5x08r4G2BED,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Das ist das Fahrrad. Es steht hier.,DE,,CV_65e03fea988ee20cd8c31b71,15
4300,4HnvQJxvskl88w994uLaTk,Schreibe den Satz im Präteritum. Damals - geben - es noch andere Geldscheine - .,DE,,CV_65e03fea988ee20cd8c31b71,15
4264,48NnvVtQGR6D2nD4xKlaQ,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Hier sind die Computer. Sie arbeiten schnell.,DE,,CV_65e03fea988ee20cd8c31b71,15
3417,5hgYXHjSTe39TMoBwTaz5u,Schreibe den Satz im Passiv Vergangenheit mit Modalverben. Die Regierung konnte die Demo nicht verbieten.,DE,,CV_65e0425bca918e2cb0bf7886,15
4259,aslojHFw7gkaEFGhZ6yTEs,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Hier liegen die Bücher. Sie sind alt.,DE,,CV_65e03fea988ee20cd8c31b71,15
4258,MRzQYikhSX5XfYCzJxxs4,Schreibe den Satz.  weder … noch: Ich - mag - Hunde - Katzen - .,DE,,CV_65e03fea988ee20cd8c31b71,15
2743,1UKxMfk7Y1d6dTo1Oh7KZA,Schreibe einen Satz mit den folgenden Wörten im Präsens: Hund - hinterher laufen - Ball.,DE,,Another tenant,15
4411,6goSNGLaI3A9ebfffAnpMH,Schreibe aus zwei Sätzen einen Hauptsatz mit Relativsatz. Das ist der Herd. Ihn repariere ich.,DE,,Cornelsen B1,15
2750,adoECk379fi7XbekmJ1S47,"Es ist gefährlich, mit verschwitzten oder nassen Händen mit elektrischen Geräten zu hantieren. Begründe dies.",DE,,EKV_Physik,15
2807,5vYSuVvzUtj7grNpHl2P9E,"Kabel an elektrischen Geräten im Haushalt sind mit Kunststoff ummantelt. Erläutere, warum das so ist.",DE,,EKV_Physik,15
3279,PPLha6spfh6wMSR2Jf07w,"Welche Begrüssungen sind für ein Verkaufsgespräch angemessen? Schreibe auf, wie du dein gegenüber begrüssen würdest",DE,"Wir möchten lernen, wie man eine Person im Gespräch begrüsst",demo_ENG_generative,15
3276,88sVR4fKxie7sti2j3VF0d,"Nenne in wenigen Sätzen ein Beispiel für eine Notsituation, die zu einem Innovationsschub geführt hat.",DE,,connectsolutions_de,15
3242,1HlJ2E0Eh6j9dPb2nRyAhz,Auf welchem Markt kann ein Unternehmen sowohl Angebote in Anspruch nehmen als auch Anbieter sein?,DE,,connectsolutions_de,15
