taskId,description,topic
358,aY8cxgbXpXy7WoQdHMstpj,translat sentenc noth dinner,1
359,5mrUmSZ1oMv6mwy55PijC3,write hear english,0
360,5Zxs9pMMC7a7Y8WXNzpmrl,translat sentenc want dinner,1
361,5tZjmhEUhf5814zD2yF0Qv,write hear english,0
362,41ByccZilFQ5YkiANrER8q,translat sentenc current dinner,1
363,9SdUCxmLVa08aoZl7GYxab,write hear english,0
364,1cNIJ2zqUmEanTrcoMfXnz,write hear english,0
365,2MFDue9qIWG7VryMKoM6Sy,translat sentenc drink alcohol,1
366,9aou4DbXhgR9EIapsw3UH2,write hear english,0
367,7b6EMME5VxiaCEFifjPcs1,write hear english,0
368,ucOBtxkZU87ZJOpioLOMD,translat sentenc aver alcohol,1
369,a27DhsJobHN7B2Weokm9OF,write hear english,0
370,7bpj0A6OQX08cG63HKRukv,translat sentenc eat appl,1
371,7XMHvB04uiy5L90zxyfjoJ,write hear english,0
372,7hVkkQbu91q9vZtnreIHxB,translat sentenc appl desk,1
373,63uygWbwGTL6DN0sDKyPPl,write hear english,0
374,9L2DPQihowm6jTMzjBi8PG,translat sentenc appl tast,1
375,6J0dM4IDurz8VMOHbXtZwl,write hear english,0
376,5yuZLytnry1a4sB8y2Aw1q,translat sentenc eat banana,1
377,2J9ppfq58SL6GBlx4NlsC2,write hear english,0
378,1DzH233jIxu73FV9oh5Plo,translat sentenc eat banana,1
379,2H2XH1bXuKpaoEGKIMbV80,write hear english,0
380,4c0NyyWA9M371lNjiJ8lxO,translat sentenc tree,1
381,aujtOP7Uy4c7rptw5R9kjM,write hear english,0
382,576yT4CMT9x9BAqqjHLAq7,translat sentenc plant tree,1
383,8MZSZthHxvj9xDZF8uDo0q,write hear english,0
384,5b67U1YWuyj8LnILOyK7MI,translat sentenc pick appl tree,1
385,40GBNa5KiTs7guxsazeQqP,write hear english,0
386,6QwPzeZOCVV7PUThUnuWub,translat sentenc prefer beer wine,1
387,3BryO9JGr7dab6wjrRzPoU,write hear english,0
388,60GW9j7TQHZ6CJK2xDmBmL,translat sentenc french bread tast good,1
389,39ptbblkEGX75GKgEo1QgM,write hear english,0
390,FHSOGiJQOq8VbBNfCmetN,translat sentenc still buy bread,1
391,8fkpNr7DXvC5XJLbdTEGo8,write hear english,0
392,3qjQXviUSlo9MQel0h0Zhx,translat sentenc eat bread,1
393,6XnDcg23g2F5MDL24seRwW,write hear english,0
394,6wc73J555iU6PIBnO6BLRy,translat sentenc diet lose weight,1
395,490Kfcp7jndaqgEl8GtJOR,write hear english,0
396,1O8yCNmy16xnBE4BWT66,translat sentenc hold diet,1
397,2xlWYpCQJIi69NhIgTCIqN,write hear english,0
398,5XvF8lxKprK7aGFvYvFmBP,translat sentenc diet,1
399,1uHV2ppc1H3a2jSMLa3R07,write hear english,0
400,41UcyHdLXH1aN3O9nWvAom,translat sentenc current diet,1
401,1xIoApFdfqI6cKWQu8Ej08,write hear english,0
402,2SmU2SslVD89pUWjETbJyg,translat sentenc eat egg,1
403,azILttSEneA9tNHFl5x8Uq,write hear english,0
404,3khI7qFdxni8Pdsc2aZoSJ,translat sentenc eat cook egg everi day breakfast,1
405,3ASN93VBjEJ8eV8FchwuIs,write hear english,0
406,41jdal63ST36LQ5ylStDZy,translat sentenc cook egg,1
407,9CnIoJmoQm48s3eLzhsCiJ,write hear english,0
408,aP1ajNPEucl90GxMnthhJC,translat sentenc first chicken egg,1
409,1QY6CkGWchB5vK4C8ldfEB,write hear english,0
410,9a9NKzaSYyf9TVHso09nri,translat sentenc want meat,1
411,8BrSML1KQOl7Cmm4tEA2lk,write hear english,0
412,EK4KKTkrd2aBIfWyNZi1Y,translat sentenc eat meat,1
413,axf1bKHmgsK654AolAtC1u,write hear english,0
414,4dff78bzt8R60FxdO5Y6Nh,translat sentenc eat red meat,1
415,a1VYRrh6XNT7Lv7hw2pXSQ,write hear english,0
416,42yfv1ipMPO9oDfqnGs5gK,translat sentenc meat fish,1
417,301OdQXw3QM8bDQzabxVZd,write hear english,0
418,7LMRzk2AIQb6ZR4NGNrZrB,translat sentenc eat breakfast,1
419,4uB4p9WfU2uasodupEw911,write hear english,0
420,5wYovvDQuhZ9vFb4XoThlg,translat sentenc eat veget,1
421,8PiCJbkImIU5AnaE83WtoX,write hear english,0
422,41AgfBmfEeC685D4yspT0m,translat sentenc drink coffe without sugar,1
423,5otocHjLUt89C4hui9XegN,write hear english,0
424,6HQoASZy6b7dsHrvQFsDr,translat sentenc love offer guest coffe,1
425,lsvSc3C9fs80qQTuE4lSl,write hear english,0
426,7gIDvWH588l7B38aBJlYnd,translat sentenc drink coffe,1
427,aIKfeUQZ4o9ahqdXxYvpB6,write hear english,0
428,aFXIk2YdxOp9FOZIPShiQ5,translat sentenc good cook,1
429,3ZZgURLFeNJ6rDozMRMx64,write hear english,0
430,97mJJZCTHy59NwNc25aUAq,translat sentenc learn cook,1
431,vyGccffQ1l6T7byfiuJUX,write hear english,0
432,3QPOeR2NFwZ8UF1aZNCIy7,translat sentenc cook,1
433,4IZbcbzrUd35xn5FfRQG8B,write hear english,0
434,67d6GGvf5qDad2jIxlHazL,translat sentenc daughter can not cook,1
435,8mfzFS7Fyoc7cVBTmXh2mw,write hear english,0
436,6kEkIX5CHwtaH7hylPWMs6,translat sentenc can not cook,1
437,4rhRjbIvmmA7z8kW0HrINo,write hear english,0
438,15lJTTd7ChCah9fCEQs7Sk,translat sentenc teach cook,1
439,5xTDdFYpkASa2z2SK5WrfK,write hear english,0
440,9FDg6wxMjmc8PvFBSDy9R9,translat sentenc onion cook fast potato,1
441,7CLG11re88haYXDZMTBEdz,write hear english,0
442,1KRjV62IvV69ORMG1QwKXJ,translat sentenc put spoon away take fork,1
443,6bW3VPh6me0ahQNLC8jHCs,write hear english,0
444,4fQPwTu6gcy8EYkU3UnTd3,translat sentenc buy lot flour oil,1
445,8etB4ZErzA7E22cSVnRH9,write hear english,0
446,7YWFOkFGe3G7NaKfLe5K55,translat sentenc lubric bike oil,1
447,jHWSTOVmHO7h3ufQNL6E3,write hear english,0
448,37JMdmzgZj78jEV7EiqelI,translat sentenc tire work,1
449,J4RGLz3ARU8riA09XGn6b,write hear english,0
450,4niyzvsJYS1aWXXNQKhEXR,translat sentenc must complet work four clock,1
451,7I5MDbeK2yO5DWMsI6WH7i,write hear english,0
452,3Fe4q9U76A56oJZi5zqnHP,translat sentenc continu work,1
453,52fFWzWVMfYah7elUdyQyn,write hear english,0
454,1k7nmPYraCw79cUhaks5V3,translat sentenc drive work car,1
455,aukVKseucld9Q7aYmFbRJz,write hear english,0
456,7tLStIOvbJw7YOU0ZFxDV3,translat sentenc work never stop,1
457,5FDQ2Tvo3oq613AaeV9Qoi,write hear english,0
458,89tZQWSK5ij5PQ5eRGLDZn,translat sentenc work,1
459,2aklbCVDAzy7Pc0MTU4btS,write hear english,0
460,mV4QADocTt9f3Yg8nGkkT,translat sentenc person work,1
461,7xI7TVabRhk7fPM0VvqkIy,write hear english,0
462,1InasFAGZAVaPpFoR3WU6f,translat sentenc want work factori,1
463,2rokvPyeNqm9lGplchr0ns,write hear english,0
464,4atw6Z3rODd96OZ0emzhds,translat sentenc pretend work,1
465,a0lWi3fv26l86ruT62DrKo,write hear english,0
466,9Eo96xKGbKb8b8q3uQroYL,translat sentenc work,1
467,89t415dvXIR9VoPvmxpfuZ,write hear english,0
468,8ENWTrHFVin6BsnWiNx1Uy,translat sentenc doctor,1
469,6FADgat8zlj7sf0LXShynl,write hear english,0
470,1U3PcacMcyR6yz8iQUhEKX,translat sentenc abl easili solv task,1
471,YWzHek8cjq9y1nEAUyVIu,write hear english,0
472,1ZeDiqkNkYA8cJ70FVlH7G,translat sentenc bank,1
473,4vI2ZlFuGSF94BhW6EaFob,write hear english,0
474,2wKTIhP5qRf9SLmmcggFe4,translat sentenc work bank,1
475,2eg0vqMrmxT6E1fYevATJ5,write hear english,0
476,3NzjJ1Ureq68iBW2VbQTIA,translat sentenc grow rice,1
477,29bJPJXGpkP7uacsKdHWhJ,write hear english,0
478,KHyQDuF2fn5VUppQfejlR,translat sentenc build wall,1
479,6FdUmuzT2Vt8BleAU48whA,write hear english,0
480,6zdKh9B1HQX7usSq95bwBL,translat sentenc profess,1
481,8yyPBaHaArU7o1v442a3AP,write hear english,0
482,631RzraO4JS8OkU4w0LI2z,translat sentenc mother work larg offic,1
483,15xqvqostzM7lsRgLmQ9h6,write hear english,0
484,ZvAcym7xaN98kSaEHIJo8,translat sentenc work secretari offic,1
485,4ZeQOwIaymH6wxorEiGRg4,write hear english,0
486,9GeG42FG4zA9ZBvEFCgOXt,translat sentenc offic,1
487,anjpDjXODkJ6eJjD3EY5UN,write hear english,0
488,1RfHgflxIm07xPAlYCzZp8,translat sentenc know comput,1
489,7xCf8zdL45c9fipgKbtBDA,write hear english,0
490,4LPmO49Lg2y6BDpqBTzXiC,translat sentenc experi good teacher,1
491,6qTayVH1NbkaIlWvdya1yW,write hear english,0
492,qhhGMybR3Q88W49h49GcH,translat sentenc experi good teacher,1
493,aGIpH414qGX6h1NVUVLS99,write hear english,0
494,7VTCPEeBUKD6bYzU2It4PD,translat sentenc experi,1
495,6erNypDLgQa8hPjSVMPSlJ,write hear english,0
496,9scHqMrjxpH8rfeIV8Mxy4,translat sentenc polit experi,1
497,5s46b8aC5Hg7MOJRdopOpQ,write hear english,0
498,2K2JIfi0HCz8qOlwHxq3UL,translat sentenc success fruit hard work,1
499,7Gzm18BJMmO75MZFPHUlFE,write hear english,0
500,66xM6rGM7TF7nQiGx93RXp,translat sentenc envi success,1
501,9Q6B5alJXpiagLKyUgeXwY,write hear english,0
502,557e3FGh2pD5RMGRSOGRpJ,translat sentenc salari twice high seven year ago,1
503,7gmmr007ZSEaLGGuf1IdBo,write hear english,0
504,4saJwiBNU6q9yn6dgd9y9I,translat sentenc constantli complain low wage,1
505,3Z1BwNBE2zN90epISYUhz5,write hear english,0
506,3XbMKf1WFVlaM9KdJ5ZmaK,translat sentenc georg captain team,1
507,yiGCKiEL2N8GwzXrKgHoz,write hear english,0
508,4HIuh80HceV8IQe6rM2iQm,translat sentenc improv qualiti,1
509,48NGfdcWPlz6WT2PLSEbF4,write hear english,0
510,NJNzzKHkwv91C9PnozWo1,translat sentenc alreadi find work,1
511,5D82phxLTyoa7RpAb9fdLB,write hear english,0
512,2Ksz1zmcCJV7p2Bs8RJubu,translat sentenc reject posit,1
513,8HwxxHzGwtx64r32OdfJox,write hear english,0
514,469AxYb44PCaauPuBKkyn5,translat sentenc clever dentist,1
515,20Wv9gHaeOp80kmHjNogs6,write hear english,0
516,6yj31QbCnTU8SFcjGRgQ8r,translat sentenc dentist,1
517,9rIFpw6Cdd3971matmOsgt,write hear english,0
518,4YIuymajtCq6JlVQc2olk4,translat sentenc scienc,1
519,2QkmBB3YvxU6LgLCuoBdXl,write hear english,0
520,Ugmxg7qAyy8PpAfIk744g,translat sentenc scienc mathemat,1
521,7hlxHdGudIT6hvZlwNEkib,write hear english,0
522,7xu2y0fyMWX6CYGZf5DFKm,translat sentenc scienc base extrem care observ,1
523,9uunjOyHQJp5ylIEWlCriR,write hear english,0
524,6SMJx5LzkdRaa8beRO2I8P,translat sentenc scienc base observ,1
525,1hKkNsR3MPtaIgK1Vjva6x,write hear english,0
526,9SlNZSiBMJJ6ifKBMAuSnY,translat sentenc time chang,1
527,1rsd2tbs20zajDk4SF6Yuu,write hear english,0
528,atTXuD50M4w61WJvk3bCB8,translat sentenc chang attitud,1
529,2h0pS65Zjgl90pdyxy2gpS,write hear english,0
530,8YFRER8UV216rVYUfRr2xL,translat sentenc mayb price chang,1
531,4ljtqMywkzY7jjC6Bwd9DX,write hear english,0
532,7q3VmXbCBJr7C4oDxUwiJs,translat sentenc sentenc basic mean everyth,1
533,5nXQDhVIOr26RvlRMk01zb,write hear english,0
534,7AdMNmXcaEp7fpdwwxFJd9,translat sentenc mean,2
535,9MrboymGEBTa2NAJnFtEly,write hear english,0
536,3527HW425iH8iLtp7Hoass,translat sentenc plan stay hotel,1
537,6bWQYuhO2Dy8cS9wa0C33w,write hear english,0
538,4CdXcgYIYUi7DdtdcXErIN,translat sentenc need stay,1
539,9MobGAxLEl9OqisySUZNU,write hear english,0
540,9yqkw8iiYgh9rVQQXTDN3u,translat sentenc long stay,1
541,1txZOMAhoqI5VjWzGY3EwI,write hear english,0
542,aA6rgd7xtUX7UgKLBiuiYF,translat sentenc think much,1
543,4IPm5DVbndx7VaQg0tZodv,write hear english,0
544,am13yjDnMyZ9MCm1WQTIH3,translat sentenc expect we,1
545,8r0rAVasQzM8QvWscf6ZJM,write hear english,0
546,cjdMzThbAs7N2hCtGYLNE,translat sentenc swallow fli sky,1
547,NTd8vnUk0VavHuZVM07XP,write hear english,0
548,770YSwmalyU9nHyBpxuj7I,translat sentenc pig can not fli,1
549,9VUszTSOXcB8yETmbFjvPD,write hear english,0
550,7S2WBDtAZzq9PUkfUbDyJG,translat sentenc hard believ,1
551,9Z94XtS16Rr9avPs2n5OMb,write hear english,0
552,8HiWtPKNzEdaPAbazWPJDC,translat sentenc believ god,1
553,2PegBtPXQ9U5vkiIgGiyof,write hear english,0
554,7huAUlUOoli7CcXLjRnAWH,translat sentenc believ miracl,1
555,5fK8a2wiaap5Kgm1jhzoSX,write hear english,0
556,7WQnVtdcxM29M5g9AZ6ZPW,translat sentenc believ god,1
557,29wN6u6UNCE8fU7ozKYVZN,write hear english,0
558,4NQv5ftBsUg7lMtWtLxh6o,translat sentenc ye much cost,1
559,2khw35lKWbv9BuQpqDZVuB,write hear english,0
560,1uFekPKy4VsajAqYjLCI3y,translat sentenc live without air,1
561,2KZSSpb4uGH9w9LbTJiUYd,write hear english,0
562,4IFW4D7lkTZ6LuegMTYWE8,translat sentenc life denmark penguin,1
563,9qXYav5cgzw9KgPruvAlX2,write hear english,0
564,3QcacrJxlTl6CWMqDItLSI,translat sentenc kitten rule world,1
565,9Hao1kKnzsc9FpbECdTH1Q,write hear english,0
566,aLs8ZVFtW708Ujj36IMDaZ,translat sentenc speak,1
567,5dykdJ0qry1aM9Jzj6vJf1,write hear english,0
568,4nczwhomd0d9lhZDvvfcu8,translat sentenc toshio speak english well,0
569,1vWIrL5FL9A7euj54Hn9on,write hear english,0
570,2Bi2oK1Qj7f9J4jAY9c6L1,translat sentenc mani peopl speak languag,1
571,6VHL5M14xrm8ulS2Dt2q57,write hear english,0
572,7SWpdhViwDf9W5nu4a5bfl,translat sentenc cat wear collar,1
573,7kXeZlZGvcT5xXWiDIXYNm,write hear english,0
574,aoUUQaQ8S9da5uUWLwRX1S,translat sentenc long need wear glass,1
575,aUu7LFzt9ES6aopjDa8bQc,write hear english,0
576,7TPHu9elNpL8yPKAajtmj2,translat sentenc earn hundr euro day,1
577,aOz7cmIMjvJaiLDcUAO15i,write hear english,0
578,oEnJFwVIJk95vQuUJUYHW,translat sentenc woman earn less man,2
579,34dypfvMvegaCA5dzRqIk1,write hear english,0
580,6gZTRjjKDNR8FGExRASuda,translat sentenc earn money religion,1
581,8dNsGca4tLW8qlRQOCQwbJ,write hear english,0
582,8jNVPpAHU6v5AaDVBlrnVi,translat sentenc understand,1
583,4iWPszcaVm76QgWdLFd2v1,write hear english,0
584,U6TQc0vuyq6FWHMXJqdfW,translat sentenc could understand,1
585,2WcOWcyKPOV6hBaVz1TlHX,write hear english,0
586,aBjl8FoRlIMa1Xyx9Jyj03,translat sentenc understand english,0
587,4EiQOjxgyfN9ZDVIpaVKcs,write hear english,0
588,5Cw8PLUpiFJ5LOVYkUqlaf,translat sentenc flower grow warm countri,1
589,42FTGgv3AZO5E3ESVyUeRD,write hear english,0
590,9ZjiNghOyiV97NsvhEMd5A,translat sentenc want learn english,1
591,5B33T5IWToW8XcoQ9HGKx2,write hear english,0
592,6IUS4oNLBvA5yUHGwhUvWy,translat sentenc pay check,1
593,3zbxDUoJVuh8Rptc9NhUqT,battl waterloo,3
594,4vji1aRS0588Bd9QAgwuow,task flirt bot,1
595,aAk14uhGibt7xiZ78wFhtZ,task detect bullshit,1
596,9ZrKp7cJzKOa3wdTsWJJSZ,task detect help difficult,1
597,1aguJBiSWv89V7fICXsnQD,task detect finish earli,1
598,C58gcaiXIj95mU6JMbhwA,task detect later skip,1
599,4gt0xrzcJPu7q6gwyOAbOA,task detect theori,1
600,962mrGcNQwF7ZT6a7qTJPy,translat sentenc countri rich oil,1
601,aPugswFNhph7cT4RrMxTLX,translat sentenc order dinner,1
602,69pW5sd6XrT7Yr5loOjqEv,translat sentenc hor run quickli,2
603,8bGDmVMDiGB8i5ZHt3NR8D,translat sentenc dri skin,1
604,6QnTw6oPdAW6fA7KYM2fSp,translat sentenc advis well,1
605,asNTC1gQ0lp5SopMOUsNx6,translat sentenc tell truth,1
606,61Tm1IZkPhU6QNmtQzZg7i,translat sentenc memor poem,1
607,6zPjTy833D59aZzLDIbWZm,translat sentenc salt substanc,1
608,5yVETHAkrRQ5ADDwWx4r1j,translat sentenc tri,1
609,4QRtOjeYvWS6fhs5kl8ofv,translat sentenc could continu journey due lack money,1
610,3shcVxthlCc7FpmeJtGC8d,translat sentenc awar fact,1
611,a4TZZEMj0yP76JMqTbIxsM,translat sentenc alway want argu,1
612,WL290N1lf4aBWPeHFGaEV,translat sentenc patient,1
613,1s7xqIc7WxpaX8FYMbsOmC,translat sentenc live osaka age,1
614,4mUkoFtYwGs84XEFZXgaPO,translat sentenc decor classroom,1
615,QnEwgmeR9m7t1Tk5CCChT,translat sentenc afraid lose,1
616,3ygJZUwraxV9k7b0jDSspx,translat sentenc usual wear jean,1
617,5lE1tvB97br7DJ9NBMytqL,translat sentenc hot summer year,1
618,8ClzgedmNba8Ze6XXEeZD6,translat sentenc next sunday concert,1
619,7cqOdwOFL4baRRW4DqmUzL,translat sentenc fairli riski profess,1
620,1km9hCN41BV62khkURH6ZC,translat sentenc decis,1
621,42YSgeuy2xraEXSdwpNuwd,translat sentenc river flow villag,1
622,8DALIA87DiAan3QoGCZ2ZK,translat sentenc may borrow car,1
623,4UDdi3f7Xt36r6quhmVIvM,translat sentenc health import money,1
624,aCo7Rp806Gz9P1TfuK3Ky1,translat sentenc museum entranc,1
625,3gFOZvoaLM065EUUl3q011,translat sentenc heart stop beat,1
626,2jjqWlkug3j7n22B5ueZXB,translat sentenc babi well,1
627,4whAO1CCohZ6xOWlNVyGII,translat sentenc order dinner,1
628,3sZuUnet3rd8KL4RWiW9rW,translat sentenc snake devot frog,1
629,29vtz9z1QX9aIDwcL0KUq9,translat sentenc boat,1
630,3bNGSZ4NEkL6IEqmIT7ulB,translat sentenc can not ignor,1
631,987Y7jb0AP97AU67kopMry,translat sentenc squirrel wear costum,1
632,8fAahelRGO49Brf7RWaZOq,translat sentenc monkey fall tree,1
633,8FFCG5MJll7PvhcSKN8lf,translat sentenc unicycl bike,1
634,4sC0tTJ8spUakNNkqCp01g,translat sentenc month,1
635,1vMMX0bRkmk5WSQjYxFoBc,translat sentenc thin,1
636,6O3bzqsWKFj9cIgZjBRSJB,translat sentenc feel exclud societi,2
637,32O3GBbrULGaqprRT2LZEJ,translat sentenc today birthday,1
638,9Fx8aBx7iPhaA8Fvyr9sBR,translat sentenc book belong,1
639,lK09O45k3B5KMGgsnRAzy,translat sentenc intend apolog,1
640,aNgMm6yGCre9Pwfl3u94r7,translat sentenc time die,1
641,ajwF6DQeUs17oBSx6YJ3FD,translat sentenc stranger approach,1
642,K3XdaMgv9d5KhCeBUmy1C,translat sentenc hear disput mari,0
643,abauUITJnVVaH2aWatDXod,translat sentenc hunger good cook,1
644,3ks6paRWVn6aN4OejH69J,translat sentenc air moon,1
645,6rwXezI24Co8pf1FVXxRgN,translat sentenc project underway,1
646,4JGFd2D9PoQ7YDZ5ZLAjTI,translat sentenc warm year round island,1
647,6SYjXWYBvvX6R7orjTgFpl,translat sentenc mari insult waiter,1
648,8HBWvPSu2qU9OwXdQJCvG7,translat sentenc neighbor,1
649,3btRkZjsQ7Iar3zCZgEsAt,translat sentenc project initi commun,1
650,4PZx7sCf7KJ5UIRFBzdeQc,translat sentenc price increa,1
651,9CyhtiSEa7y98Ny9ZK9Ssv,translat sentenc car,1
652,sbw0g2rjlb8w5yB7qhMrk,translat sentenc work print,1
653,6GH6R6LmhCl7CUQF7KDGBF,translat sentenc climat chang,1
654,zLr8ZjO5e4aBLw26p2vBD,translat sentenc order beer,1
655,avmBKuO4Ann8jr41lIhP3R,translat sentenc path lead rome,1
656,aOBuzacyt4v8yAD3gJdpX0,translat sentenc proud collect,1
657,8PXPtxiLedV8HDdzDjA2vl,translat sentenc eat tomato,1
658,rnCHah8tvv9ynL9PyDKL6,translat sentenc statist side,1
659,89LDEDnuUOr6ulX3abc8aH,translat sentenc sum catheto squar equal hypotenusen squar,1
660,aI11qb759BE8JfwDK17FXo,translat sentenc bill,1
661,8E6BPI9vfPxa6wohlvPWPY,translat sentenc love passion,1
662,2JmTzTAl5DT9qENDroEZNK,translat sentenc curtain fall,1
663,5D5bJJLyqUL8B2cFtgv1xu,translat sentenc captain control whole ship,2
664,5WeQ9ZmbpkN8DEIum0ONr8,translat sentenc delet comment,1
665,jUX3IFN7NJ8sRQs7AXuK5,translat sentenc place free,1
666,8WxHGasxI0b8Ce9bCD4eHG,translat sentenc faith death intellig,1
667,3IpV5Ae2ECP8E4qpPSD3Td,translat sentenc bird fli,1
668,4k3wWS1jfMpabtEUgZEVHZ,translat sentenc altern,1
669,4dvFV73hW8P8FfQvNqx7by,translat sentenc soup hot,1
670,1SMXV5yUfKr81KYvZ0hWwz,translat sentenc last word,1
671,2N6NUePhrnG9zBS4vQi1nf,translat sentenc may offer someth drink,1
672,40WIZ5nBXo16QLL86qL85S,translat sentenc babi often fall,1
673,3m5xBeptrjX6sXWY01ZyeS,translat sentenc interest exampl,1
674,1kPwdngXMUQ6mivQ0HP1fe,translat sentenc refriger break,1
675,7B2qqgURXjo8s4R5CrNFW0,translat sentenc happi help brave,1
676,6yporZUjVspaPmw5Ne1i1m,translat sentenc bu arriv ten minut late,1
677,9MPeDvegmvUaXyVgsGQj7p,translat sentenc evid,1
678,7QyLGZdrdksa083sk2PsOC,translat sentenc egg weapon,1
679,8ywMkH9nWq56kjCHFqTEkd,translat sentenc find mistak five line,1
680,9UoMwJOhSyv9tqtYRQO9OY,translat sentenc new system prove success,1
681,7UfJ5QkHqAj9UwFIPoKr1p,translat sentenc decid build bridg,1
682,9Kay00fmqhb9SISx9LJyZL,translat sentenc provid recip,1
683,5zOHU3j9n3x5JwyxdIFSmO,translat sentenc true,1
684,3eYYB7e2WuDar6q2urQV0L,translat sentenc nightmar,1
685,70n5ygiQosv6vRzl4jqmQm,translat sentenc temperatur,1
686,3BzzH9UdJX49b54Dbp23x3,translat sentenc bedouin live desert,1
687,4Ro18nFkZCJafOveC6is7X,translat sentenc song,1
688,1jeqiuk8eeF6IvWzluDd4A,translat sentenc want insult,1
689,3mDw1hXnnbU9qKr4iehv2W,translat sentenc next sunday concert,1
690,VFDVcTIlela7d27NHwxF6,translat sentenc tabl next fridg,1
691,5PkVs2UVNJUaaztBsEjiTY,translat sentenc think everyth,1
692,atSbZH3xtqJ9Or8GECgCGj,translat sentenc plate,1
693,6aeuKgIKQED8Mafulhfm9f,translat sentenc eat much meat,1
694,14z4iMHY2C59ksyPre5OWh,translat sentenc easili find bank,1
695,5rMnPKBAjoV6jgOizuThkH,translat sentenc boy visit grandma,1
696,27bT2HoJAAa8T2WGtN4P94,translat sentenc mark sell car,1
697,41TN12v14H58bTj4ISvIJk,translat sentenc custom alway right,1
698,7Cmo2GRjI0u9aRhMpI9T7U,translat sentenc fund danger,1
699,zlyDX2wtlU705Tf9MNTxo,translat sentenc state could meet expect citizen,1
700,aDrX2HomzHa5vpObCslqcG,translat sentenc ah milk cow,1
701,8MXM21hhMUo7cWRRP8S9WS,translat sentenc bee give we honey,1
702,3un91ymFGMEamNmovpqFsn,translat sentenc tri prove exist ghost,1
703,9YZrc1vidqAaEU8qUmMjLj,translat sentenc fish live sea,1
704,5Wl1IgiXymZ5SKzMlPZJOe,translat sentenc reject,1
705,17GEPqu92hc8tX1acx8yNh,translat sentenc guest,1
706,3sxn5DLdfzH6Il6PDAq2bX,translat sentenc begin god creat heaven earth,1
707,8GueZrRlD3z5Q6touYc85m,translat sentenc rememb promis,1
708,5TO68rRB0Gw8O9mmLzGhi6,translat sentenc dentist,1
709,7lvC5sZDSen9b11PUK5WFE,translat sentenc heart stop beat,1
710,1BjJ1QW2tGq5M7mWftLQS1,translat sentenc priest atheist,1
711,4AzAS1x1gyA8eR2uKlvBHj,translat sentenc live osaka age,1
712,6SBVDdRbq6vaDu8eVuI3PG,translat sentenc week,1
713,aPfbdqXqQST5SULzztXr59,translat sentenc salt,1
714,3ZgDfEXK2pq8bOe1h7Ibym,translat sentenc run,1
715,4XZ8sEvsgUl5DMsGoE5ufp,translat sentenc alway want argu,1
716,7gMjCj6HCx56S0r6T49hgj,translat sentenc english verb stand front object,0
717,72svAJ5O9nM8zCAGeOk3W3,translat sentenc littl money,1
718,96PTNeCqkHc8CdBByYNrEo,translat decid build bridg english,0
719,2ulz7qYPcMn8LDxxAcLiz1,although julian everyth possibl give imag safe determin person realiz peopl around perceiv,2
720,22xM40FSlWpaX3HxM7FsGO,write right answer person develop process sever stage distinguish set develop object start,2
721,5zrUSQFW1x08mT2bAirLYH,write answer keyword busi meal magdalena meet charismat eleg man immedi imagin execut talk import topic front profess profession meet morn leav magdalena realiz man actual accompani wife director great compani magdalena victim call,3
722,5wArqB0SIoo9gwJMg82ujD,write correct answer keyword five big questionnair recogn model contain fundament factor person descript among five factor open conscious extrover neurotic fifth factor,0
723,3ZwDSXVQ7dS7EZcA1hNfqd,write right answer stefano work well know compani recent colleagu confidenti tell boss exagger claim second time offic cri decid inform superior even risk suffer consequ case stefano demonstr specif qualiti,0
724,1q7Gldc2QS4a5DhEvKE8AY,write correct answer keyword situat pressur control remain impass other lose calm demonstr certain qualiti also form self control,2
725,65XQ8XwepGS9IzcNUeGaO4,write answer keyword joy surpris anger fear,0
726,a5clCCL835paB5G9EPX50s,write correct answer keyword luca fervent defend environment caus care compli principl favor protect preserv time compani work denounc unfair practic treatment toxic wast commun respon boss ask dissemin messag clean name compani luca feel increasingli uncomfort distress feel lot pressur luca experienc,2
727,1BQf4Z0Bz0m5La0Q5TTUjl,write answer keyword busi meal magdalena meet charismat eleg man immedi imagin execut talk import topic front profess profession meet morn leav magdalena realiz man actual accompani wife director great compani magdalena victim call,3
728,8JX26PkJcR86YYK5nevG48,write answer keyword joy surpris anger fear,0
729,dsrE2QRf4t9oqqc2sCoI8,plea translat follow sentenc english jost world week reader,1
730,8odGUJfUtz5afXxxCANmVl,plea translat follow sentenc english look forward birthday,1
731,12QfXkR96hp8Hyu8mSN1gm,translat want insult anyon english,0
732,qagnuZTmWR9J880gr37hv,translat follow sentenc work,1
733,43a1e1TyRjY8RhYoQDib9g,plea translat follow sentenc english write book,0
734,7IPKJG1ojiVafqQqZ4GEuG,plea translat follow sentenc english wonder day today,1
735,akYulFrAa5n6nUUBiHNyBD,gener topic detector voci trainer posit feedback show,2
736,9xMJgf5xv2q6UlMC5600WN,plea translat follow sentenc hendrik wear white shirt,1
737,644ZLYiHEix8WNcEmcPA5s,translat sentenc eat much meat,1
738,3z37QpoRvUAasrYW8zf8EF,translat sentenc appl,1
739,75DBcPydjVB8VyijgpI0t3,write hear english,0
740,1iYTIkDWZcE6BQOpbwKZEf,translat sentenc comput,1
741,a9UPGVFknIZaIK1ZLWcJrI,write hear english,0
742,3tVcEcSvTrH96wSXqWpH7J,translat sentenc nobodi believ,1
743,2LDUTpnIehiaJUu3lzsnUm,write hear english,0
